timestamp,subcarrier_index,I,Q,magnitude,phase
0.002,0,-48,7,48.508,171.7
0.002,1,0,-22,22.0,-90.0
0.002,2,1,-10,10.05,-84.29
0.002,3,4,-6,7.211,-56.31
0.002,4,-4,4,5.657,135.0
0.002,5,5,15,15.811,71.57
0.002,6,1,16,16.031,86.42
0.002,7,6,20,20.881,73.3
0.002,8,0,29,29.0,90.0
0.002,9,6,24,24.739,75.96
0.002,10,15,25,29.155,59.04
0.002,11,7,25,25.962,74.36
0.002,12,4,8,8.944,63.43
0.002,13,19,-2,19.105,-6.01
0.002,14,18,15,23.431,39.81
0.002,15,16,-4,16.492,-14.04
0.002,16,13,-15,19.849,-49.09
0.002,17,17,-5,17.72,-16.39
0.002,18,18,-9,20.125,-26.57
0.002,19,10,-13,16.401,-52.43
0.002,20,9,-20,21.932,-65.77
0.002,21,19,-17,25.495,-41.82
0.002,22,17,-9,19.235,-27.9
0.002,23,17,-20,26.249,-49.64
0.002,24,17,-18,24.759,-46.64
0.002,25,15,-13,19.849,-40.91
0.002,26,12,0,12.0,0.0
0.002,27,0,0,0.0,0.0
0.002,28,0,0,0.0,0.0
0.002,29,0,0,0.0,0.0
0.002,30,0,0,0.0,0.0
0.002,31,0,0,0.0,0.0
0.002,32,0,0,0.0,0.0
0.002,33,0,0,0.0,0.0
0.002,34,0,0,0.0,0.0
0.002,35,0,0,0.0,0.0
0.002,36,0,0,0.0,0.0
0.002,37,0,-7,7.0,-90.0
0.002,38,3,-5,5.831,-59.04
0.002,39,1,-5,5.099,-78.69
0.002,40,3,3,4.243,45.0
0.002,41,-2,-2,2.828,-135.0
0.002,42,1,5,5.099,78.69
0.002,43,10,5,11.18,26.57
0.002,44,4,6,7.211,56.31
0.002,45,1,-3,3.162,-71.57
0.002,46,2,0,2.0,0.0
0.002,47,-8,1,8.062,172.87
0.002,48,-7,-1,7.071,-171.87
0.002,49,-12,-13,17.692,-132.71
0.002,50,-8,7,10.63,138.81
0.002,51,-4,0,4.0,180.0
0.002,52,-14,-8,16.125,-150.26
0.002,53,-12,-7,13.892,-149.74
0.002,54,-19,-5,19.647,-165.26
0.002,55,-6,-9,10.817,-123.69
0.002,56,-6,-7,9.22,-130.6
0.002,57,-10,-7,12.207,-145.01
0.002,58,-6,-13,14.318,-114.78
0.002,59,-2,-19,19.105,-96.01
0.002,60,-1,-11,11.045,-95.19
0.002,61,8,-29,30.083,-74.58
0.002,62,6,-16,17.088,-69.44
0.0585,0,-48,7,48.508,171.7
0.0585,1,0,11,11.0,90.0
0.0585,2,-13,4,13.601,162.9
0.0585,3,-8,-7,10.63,-138.81
0.0585,4,0,-6,6.0,-90.0
0.0585,5,-6,-16,17.088,-110.56
0.0585,6,7,-19,20.248,-69.78
0.0585,7,2,-17,17.117,-83.29
0.0585,8,13,-27,29.967,-64.29
0.0585,9,21,-26,33.422,-51.07
0.0585,10,13,-29,31.78,-65.85
0.0585,11,5,-26,26.476,-79.11
0.0585,12,-5,-20,20.616,-104.04
0.0585,13,3,-19,19.235,-81.03
0.0585,14,-8,-16,17.889,-116.57
0.0585,15,-4,-18,18.439,-102.53
0.0585,16,-4,-12,12.649,-108.43
0.0585,17,-8,-11,13.601,-126.03
0.0585,18,-14,-15,20.518,-133.03
0.0585,19,-16,-15,21.932,-136.85
0.0585,20,-12,-11,16.279,-137.49
0.0585,21,-15,-7,16.553,-154.98
0.0585,22,-17,-17,24.042,-135.0
0.0585,23,-18,-19,26.173,-133.45
0.0585,24,-16,-12,20.0,-143.13
0.0585,25,-18,-10,20.591,-150.95
0.0585,26,-20,0,20.0,180.0
0.0585,27,0,0,0.0,0.0
0.0585,28,0,0,0.0,0.0
0.0585,29,0,0,0.0,0.0
0.0585,30,0,0,0.0,0.0
0.0585,31,0,0,0.0,0.0
0.0585,32,0,0,0.0,0.0
0.0585,33,0,0,0.0,0.0
0.0585,34,0,0,0.0,0.0
0.0585,35,0,0,0.0,0.0
0.0585,36,0,0,0.0,0.0
0.0585,37,0,4,4.0,90.0
0.0585,38,7,8,10.63,48.81
0.0585,39,-2,4,4.472,116.57
0.0585,40,1,1,1.414,45.0
0.0585,41,-1,3,3.162,108.43
0.0585,42,-2,1,2.236,153.43
0.0585,43,-6,1,6.083,170.54
0.0585,44,-9,2,9.22,167.47
0.0585,45,-7,3,7.616,156.8
0.0585,46,0,0,0.0,0.0
0.0585,47,0,-4,4.0,-90.0
0.0585,48,8,2,8.246,14.04
0.0585,49,7,1,7.071,8.13
0.0585,50,9,2,9.22,12.53
0.0585,51,9,7,11.402,37.87
0.0585,52,4,2,4.472,26.57
0.0585,53,14,7,15.652,26.57
0.0585,54,9,14,16.643,57.26
0.0585,55,12,13,17.692,47.29
0.0585,56,23,17,28.601,36.47
0.0585,57,8,13,15.264,58.39
0.0585,58,-6,21,21.84,105.95
0.0585,59,8,20,21.541,68.2
0.0585,60,-4,12,12.649,108.43
0.0585,61,-12,9,15.0,143.13
0.0585,62,-8,19,20.616,112.83
0.1286,0,-31,21,37.443,145.89
0.1286,1,0,25,25.0,90.0
0.1286,2,32,29,43.186,42.18
0.1286,3,25,26,36.069,46.12
0.1286,4,21,25,32.65,49.97
0.1286,5,17,18,24.759,46.64
0.1286,6,9,15,17.493,59.04
0.1286,7,6,12,13.416,63.43
0.1286,8,5,4,6.403,38.66
0.1286,9,2,1,2.236,26.57
0.1286,10,4,0,4.0,0.0
0.1286,11,6,-3,6.708,-26.57
0.1286,12,8,-4,8.944,-26.57
0.1286,13,12,-1,12.042,-4.76
0.1286,14,14,-2,14.142,-8.13
0.1286,15,16,2,16.125,7.13
0.1286,16,14,2,14.142,8.13
0.1286,17,16,4,16.492,14.04
0.1286,18,15,6,16.155,21.8
0.1286,19,17,4,17.464,13.24
0.1286,20,13,7,14.765,28.3
0.1286,21,12,7,13.892,30.26
0.1286,22,6,3,6.708,26.57
0.1286,23,9,4,9.849,23.96
0.1286,24,6,5,7.81,39.81
0.1286,25,5,3,5.831,30.96
0.1286,26,4,0,4.0,0.0
0.1286,27,0,0,0.0,0.0
0.1286,28,0,0,0.0,0.0
0.1286,29,0,0,0.0,0.0
0.1286,30,0,0,0.0,0.0
0.1286,31,0,0,0.0,0.0
0.1286,32,0,0,0.0,0.0
0.1286,33,0,0,0.0,0.0
0.1286,34,0,0,0.0,0.0
0.1286,35,0,0,0.0,0.0
0.1286,36,0,0,0.0,0.0
0.1286,37,0,-3,3.0,-90.0
0.1286,38,-9,-1,9.055,-173.66
0.1286,39,-6,1,6.083,170.54
0.1286,40,-10,0,10.0,180.0
0.1286,41,-8,6,10.0,143.13
0.1286,42,-9,7,11.402,142.13
0.1286,43,-5,8,9.434,122.01
0.1286,44,-4,11,11.705,109.98
0.1286,45,-4,16,16.492,104.04
0.1286,46,-4,20,20.396,101.31
0.1286,47,-4,27,27.295,98.43
0.1286,48,-2,28,28.071,94.09
0.1286,49,-2,28,28.071,94.09
0.1286,50,-5,32,32.388,98.88
0.1286,51,-4,30,30.265,97.59
0.1286,52,-3,33,33.136,95.19
0.1286,53,-7,30,30.806,103.13
0.1286,54,-4,25,25.318,99.09
0.1286,55,0,20,20.0,90.0
0.1286,56,0,19,19.0,90.0
0.1286,57,5,16,16.763,72.65
0.1286,58,10,14,17.205,54.46
0.1286,59,14,15,20.518,46.97
0.1286,60,24,13,27.295,28.44
0.1286,61,26,16,30.529,31.61
0.1286,62,36,17,39.812,25.28
0.1745,0,-48,7,48.508,171.7
0.1745,1,0,-14,14.0,-90.0
0.1745,2,-10,0,10.0,180.0
0.1745,3,-5,2,5.385,158.2
0.1745,4,-5,0,5.0,180.0
0.1745,5,7,7,9.899,45.0
0.1745,6,8,0,8.0,0.0
0.1745,7,19,4,19.416,11.89
0.1745,8,21,0,21.0,0.0
0.1745,9,24,2,24.083,4.76
0.1745,10,24,-2,24.083,-4.76
0.1745,11,28,-8,29.12,-15.95
0.1745,12,15,-10,18.028,-33.69
0.1745,13,23,-17,28.601,-36.47
0.1745,14,12,-17,20.809,-54.78
0.1745,15,9,-11,14.213,-50.71
0.1745,16,6,-15,16.155,-68.2
0.1745,17,7,-14,15.652,-63.43
0.1745,18,2,-23,23.087,-85.03
0.1745,19,-1,-18,18.028,-93.18
0.1745,20,4,-22,22.361,-79.7
0.1745,21,0,-17,17.0,-90.0
0.1745,22,-3,-23,23.195,-97.43
0.1745,23,1,-27,27.019,-87.88
0.1745,24,-4,-23,23.345,-99.87
0.1745,25,-4,-23,23.345,-99.87
0.1745,26,1,0,1.0,0.0
0.1745,27,0,0,0.0,0.0
0.1745,28,0,0,0.0,0.0
0.1745,29,0,0,0.0,0.0
0.1745,30,0,0,0.0,0.0
0.1745,31,0,0,0.0,0.0
0.1745,32,0,0,0.0,0.0
0.1745,33,0,0,0.0,0.0
0.1745,34,0,0,0.0,0.0
0.1745,35,0,0,0.0,0.0
0.1745,36,0,0,0.0,0.0
0.1745,37,0,6,6.0,90.0
0.1745,38,-7,3,7.616,156.8
0.1745,39,-7,-5,8.602,-144.46
0.1745,40,-3,0,3.0,180.0
0.1745,41,-1,-10,10.05,-95.71
0.1745,42,0,0,0.0,0.0
0.1745,43,3,-7,7.616,-66.8
0.1745,44,-1,-6,6.083,-99.46
0.1745,45,-1,-3,3.162,-108.43
0.1745,46,9,-4,9.849,-23.96
0.1745,47,4,8,8.944,63.43
0.1745,48,-8,3,8.544,159.44
0.1745,49,-1,13,13.038,94.4
0.1745,50,-2,11,11.18,100.3
0.1745,51,-5,13,13.928,111.04
0.1745,52,1,17,17.029,86.63
0.1745,53,-5,9,10.296,119.05
0.1745,54,-4,6,7.211,123.69
0.1745,55,-13,12,17.692,137.29
0.1745,56,-3,4,5.0,126.87
0.1745,57,-19,2,19.105,173.99
0.1745,58,-13,12,17.692,137.29
0.1745,59,-13,0,13.0,180.0
0.1745,60,-15,3,15.297,168.69
0.1745,61,-2,-8,8.246,-104.04
0.1745,62,-29,-11,31.016,-159.23
0.2223,0,-31,21,37.443,145.89
0.2223,1,0,39,39.0,90.0
0.2223,2,22,38,43.909,59.93
0.2223,3,15,33,36.249,65.56
0.2223,4,17,27,31.906,57.8
0.2223,5,8,23,24.352,70.82
0.2223,6,3,20,20.224,81.47
0.2223,7,5,18,18.682,74.48
0.2223,8,1,7,7.071,81.87
0.2223,9,1,1,1.414,45.0
0.2223,10,2,-1,2.236,-26.57
0.2223,11,10,0,10.0,0.0
0.2223,12,14,-7,15.652,-26.57
0.2223,13,14,-1,14.036,-4.09
0.2223,14,19,3,19.235,8.97
0.2223,15,15,2,15.133,7.59
0.2223,16,17,3,17.263,10.01
0.2223,17,19,4,19.416,11.89
0.2223,18,17,10,19.723,30.47
0.2223,19,15,6,16.155,21.8
0.2223,20,17,10,19.723,30.47
0.2223,21,11,6,12.53,28.61
0.2223,22,11,2,11.18,10.3
0.2223,23,6,3,6.708,26.57
0.2223,24,7,4,8.062,29.74
0.2223,25,4,-2,4.472,-26.57
0.2223,26,3,0,3.0,0.0
0.2223,27,0,0,0.0,0.0
0.2223,28,0,0,0.0,0.0
0.2223,29,0,0,0.0,0.0
0.2223,30,0,0,0.0,0.0
