timestamp,subcarrier_index,I,Q,magnitude,phase
1.0174,0,-111,25,113.78,167.31
1.0174,1,0,36,36.0,90.0
1.0174,2,19,35,39.825,61.5
1.0174,3,18,31,35.847,59.86
1.0174,4,15,28,31.765,61.82
1.0174,5,14,21,25.239,56.31
1.0174,6,12,15,19.209,51.34
1.0174,7,14,11,17.804,38.16
1.0174,8,15,4,15.524,14.93
1.0174,9,17,1,17.029,3.37
1.0174,10,18,-5,18.682,-15.52
1.0174,11,22,-7,23.087,-17.65
1.0174,12,26,-10,27.857,-21.04
1.0174,13,29,-11,31.016,-20.77
1.0174,14,31,-12,33.242,-21.16
1.0174,15,33,-11,34.785,-18.43
1.0174,16,34,-11,35.735,-17.93
1.0174,17,33,-8,33.956,-13.63
1.0174,18,32,-6,32.558,-10.62
1.0174,19,28,-3,28.16,-6.12
1.0174,20,23,-1,23.022,-2.49
1.0174,21,18,1,18.028,3.18
1.0174,22,13,4,13.601,17.1
1.0174,23,7,5,8.602,35.54
1.0174,24,1,6,6.083,80.54
1.0174,25,-4,8,8.944,116.57
1.0174,26,-9,0,9.0,180.0
1.0174,27,0,0,0.0,0.0
1.0174,28,0,0,0.0,0.0
1.0174,29,0,0,0.0,0.0
1.0174,30,0,0,0.0,0.0
1.0174,31,0,0,0.0,0.0
1.0174,32,0,0,0.0,0.0
1.0174,33,0,0,0.0,0.0
1.0174,34,0,0,0.0,0.0
1.0174,35,0,0,0.0,0.0
1.0174,36,0,0,0.0,0.0
1.0174,37,0,-18,18.0,-90.0
1.0174,38,14,-17,22.023,-50.53
1.0174,39,9,-15,17.493,-59.04
1.0174,40,4,-14,14.56,-74.05
1.0174,41,-2,-13,13.153,-98.75
1.0174,42,-7,-11,13.038,-122.47
1.0174,43,-14,-10,17.205,-144.46
1.0174,44,-19,-9,21.024,-154.65
1.0174,45,-24,-8,25.298,-161.57
1.0174,46,-27,-8,28.16,-163.5
1.0174,47,-31,-7,31.78,-167.28
1.0174,48,-31,-7,31.78,-167.28
1.0174,49,-31,-8,32.016,-165.53
1.0174,50,-29,-7,29.833,-166.43
1.0174,51,-25,-8,26.249,-162.26
1.0174,52,-20,-7,21.19,-160.71
1.0174,53,-14,-6,15.232,-156.8
1.0174,54,-8,-3,8.544,-159.44
1.0174,55,-2,0,2.0,180.0
1.0174,56,5,4,6.403,38.66
1.0174,57,10,10,14.142,45.0
1.0174,58,16,15,21.932,43.15
1.0174,59,19,21,28.32,47.86
1.0174,60,23,27,35.468,49.57
1.0174,61,25,31,39.825,51.12
1.0174,62,26,35,43.6,53.39
1.334,0,-128,7,128.191,176.87
1.334,1,0,25,25.0,90.0
1.334,2,37,23,43.566,31.87
1.334,3,33,22,39.661,33.69
1.334,4,30,18,34.986,30.96
1.334,5,25,14,28.653,29.25
1.334,6,24,8,25.298,18.43
1.334,7,21,3,21.213,8.13
1.334,8,19,-3,19.235,-8.97
1.334,9,19,-7,20.248,-20.22
1.334,10,19,-13,23.022,-34.38
1.334,11,21,-18,27.659,-40.6
1.334,12,22,-21,30.414,-43.67
1.334,13,23,-22,31.828,-43.73
1.334,14,26,-23,34.713,-41.5
1.334,15,29,-23,37.014,-38.42
1.334,16,28,-22,35.609,-38.16
1.334,17,28,-18,33.287,-32.74
1.334,18,26,-16,30.529,-31.61
1.334,19,23,-10,25.08,-23.5
1.334,20,20,-7,21.19,-19.29
1.334,21,16,-2,16.125,-7.13
1.334,22,11,1,11.045,5.19
1.334,23,7,5,8.602,35.54
1.334,24,2,8,8.246,75.96
1.334,25,-3,10,10.44,106.7
1.334,26,-8,0,8.0,180.0
1.334,27,0,0,0.0,0.0
1.334,28,0,0,0.0,0.0
1.334,29,0,0,0.0,0.0
1.334,30,0,0,0.0,0.0
1.334,31,0,0,0.0,0.0
1.334,32,0,0,0.0,0.0
1.334,33,0,0,0.0,0.0
1.334,34,0,0,0.0,0.0
1.334,35,0,0,0.0,0.0
1.334,36,0,0,0.0,0.0
1.334,37,0,-24,24.0,-90.0
1.334,38,-2,-19,19.105,-96.01
1.334,39,-6,-15,16.155,-111.8
1.334,40,-8,-11,13.601,-126.03
1.334,41,-11,-5,12.083,-155.56
1.334,42,-15,-1,15.033,-176.19
1.334,43,-19,4,19.416,168.11
1.334,44,-22,7,23.087,162.35
1.334,45,-25,11,27.313,156.25
1.334,46,-28,12,30.463,156.8
1.334,47,-29,13,31.78,155.85
1.334,48,-30,12,32.311,158.2
1.334,49,-29,11,31.016,159.23
1.334,50,-28,9,29.411,162.18
1.334,51,-24,6,24.739,165.96
1.334,52,-21,2,21.095,174.56
1.334,53,-15,0,15.0,180.0
1.334,54,-8,-2,8.246,-165.96
1.334,55,-2,-2,2.828,-135.0
1.334,56,6,-1,6.083,-9.46
1.334,57,14,-1,14.036,-4.09
1.334,58,20,3,20.224,8.53
1.334,59,27,8,28.16,16.5
1.334,60,32,11,33.838,18.97
1.334,61,38,16,41.231,22.83
1.334,62,41,19,45.188,24.86
1.4033,0,-63,27,68.542,156.8
1.4033,1,0,37,37.0,90.0
1.4033,2,28,36,45.607,52.13
1.4033,3,25,32,40.608,52.0
1.4033,4,23,27,35.468,49.57
1.4033,5,20,22,29.732,47.73
1.4033,6,19,15,24.207,38.29
1.4033,7,18,7,19.313,21.25
1.4033,8,18,1,18.028,3.18
1.4033,9,19,-4,19.416,-11.89
1.4033,10,22,-10,24.166,-24.44
1.4033,11,24,-14,27.785,-30.26
1.4033,12,27,-18,32.45,-33.69
1.4033,13,31,-19,36.359,-31.5
1.4033,14,33,-20,38.588,-31.22
1.4033,15,35,-19,39.825,-28.5
1.4033,16,36,-18,40.249,-26.57
1.4033,17,35,-14,37.696,-21.8
1.4033,18,32,-12,34.176,-20.56
1.4033,19,29,-8,30.083,-15.42
1.4033,20,25,-4,25.318,-9.09
1.4033,21,20,-1,20.025,-2.86
1.4033,22,14,3,14.318,12.09
1.4033,23,9,6,10.817,33.69
1.4033,24,2,7,7.28,74.05
1.4033,25,-3,11,11.402,105.26
1.4033,26,-8,0,8.0,180.0
1.4033,27,0,0,0.0,0.0
1.4033,28,0,0,0.0,0.0
1.4033,29,0,0,0.0,0.0
1.4033,30,0,0,0.0,0.0
1.4033,31,0,0,0.0,0.0
1.4033,32,0,0,0.0,0.0
1.4033,33,0,0,0.0,0.0
1.4033,34,0,0,0.0,0.0
1.4033,35,0,0,0.0,0.0
1.4033,36,0,0,0.0,0.0
1.4033,37,0,-22,22.0,-90.0
1.4033,38,12,-21,24.187,-60.26
1.4033,39,6,-18,18.974,-71.57
1.4033,40,1,-15,15.033,-86.19
1.4033,41,-4,-13,13.601,-107.1
1.4033,42,-11,-10,14.866,-137.73
1.4033,43,-17,-7,18.385,-157.62
1.4033,44,-22,-6,22.804,-164.74
1.4033,45,-28,-4,28.284,-171.87
1.4033,46,-32,-3,32.14,-174.64
1.4033,47,-34,-2,34.059,-176.63
1.4033,48,-36,-3,36.125,-175.24
1.4033,49,-36,-3,36.125,-175.24
1.4033,50,-33,-4,33.242,-173.09
1.4033,51,-29,-6,29.614,-168.31
1.4033,52,-24,-6,24.739,-165.96
1.4033,53,-17,-6,18.028,-160.56
