timestamp,subcarrier_index,I,Q,magnitude,phase
0.0062,0,-111,20,112.787,169.79
0.0062,1,0,19,19.0,90.0
0.0062,2,15,22,26.627,55.71
0.0062,3,20,26,32.802,52.43
0.0062,4,22,29,36.401,52.82
0.0062,5,25,31,39.825,51.12
0.0062,6,27,33,42.638,50.71
0.0062,7,27,35,44.204,52.35
0.0062,8,26,32,41.231,50.91
0.0062,9,25,34,42.202,53.67
0.0062,10,22,33,39.661,56.31
0.0062,11,20,31,36.892,57.17
0.0062,12,17,28,32.757,58.74
0.0062,13,14,23,26.926,58.67
0.0062,14,12,17,20.809,54.78
0.0062,15,9,12,15.0,53.13
0.0062,16,7,6,9.22,40.6
0.0062,17,3,0,3.0,0.0
0.0062,18,1,-4,4.123,-75.96
0.0062,19,-1,-9,9.055,-96.34
0.0062,20,-3,-13,13.342,-102.99
0.0062,21,-5,-14,14.866,-109.65
0.0062,22,-6,-15,16.155,-111.8
0.0062,23,-6,-16,17.088,-110.56
0.0062,24,-8,-15,17.0,-118.07
0.0062,25,-8,-13,15.264,-121.61
0.0062,26,-9,0,9.0,180.0
0.0062,27,0,0,0.0,0.0
0.0062,28,0,0,0.0,0.0
0.0062,29,0,0,0.0,0.0
0.0062,30,0,0,0.0,0.0
0.0062,31,0,0,0.0,0.0
0.0062,32,0,0,0.0,0.0
0.0062,33,0,0,0.0,0.0
0.0062,34,0,0,0.0,0.0
0.0062,35,0,0,0.0,0.0
0.0062,36,0,0,0.0,0.0
0.0062,37,0,-9,9.0,-90.0
0.0062,38,22,-11,24.597,-26.57
0.0062,39,24,-14,27.785,-30.26
0.0062,40,25,-14,28.653,-29.25
0.0062,41,26,-14,29.53,-28.3
0.0062,42,25,-14,28.653,-29.25
0.0062,43,25,-13,28.178,-27.47
0.0062,44,23,-11,25.495,-25.56
0.0062,45,20,-9,21.932,-24.23
0.0062,46,16,-6,17.088,-20.56
0.0062,47,12,-3,12.369,-14.04
0.0062,48,6,0,6.0,0.0
0.0062,49,2,4,4.472,63.43
0.0062,50,-4,5,6.403,128.66
0.0062,51,-9,9,12.728,135.0
0.0062,52,-13,10,16.401,142.43
0.0062,53,-17,11,20.248,147.09
0.0062,54,-20,10,22.361,153.43
0.0062,55,-23,11,25.495,154.44
0.0062,56,-24,11,26.401,155.38
0.0062,57,-23,10,25.08,156.5
0.0062,58,-23,10,25.08,156.5
0.0062,59,-20,9,21.932,155.77
0.0062,60,-17,10,19.723,149.53
0.0062,61,-13,11,17.029,139.76
0.0062,62,-7,11,13.038,122.47
0.0794,0,81,24,84.481,16.5
0.0794,1,0,6,6.0,90.0
0.0794,2,23,6,23.77,14.62
0.0794,3,28,5,28.443,10.12
0.0794,4,32,7,32.757,12.34
0.0794,5,37,8,37.855,12.2
0.0794,6,40,9,41.0,12.68
0.0794,7,41,11,42.45,15.02
0.0794,8,42,12,43.681,15.95
0.0794,9,41,13,43.012,17.59
0.0794,10,39,13,41.11,18.43
0.0794,11,36,12,37.947,18.43
0.0794,12,33,12,35.114,19.98
0.0794,13,29,9,30.364,17.24
0.0794,14,24,7,25.0,16.26
0.0794,15,19,4,19.416,11.89
0.0794,16,13,1,13.038,4.4
0.0794,17,8,-1,8.062,-7.13
0.0794,18,2,-3,3.606,-56.31
0.0794,19,-4,-4,5.657,-135.0
0.0794,20,-9,-6,10.817,-146.31
0.0794,21,-11,-7,13.038,-147.53
0.0794,22,-14,-7,15.652,-153.43
0.0794,23,-16,-7,17.464,-156.37
0.0794,24,-16,-6,17.088,-159.44
0.0794,25,-17,-3,17.263,-169.99
0.0794,26,-16,0,16.0,180.0
0.0794,27,0,0,0.0,0.0
0.0794,28,0,0,0.0,0.0
0.0794,29,0,0,0.0,0.0
0.0794,30,0,0,0.0,0.0
0.0794,31,0,0,0.0,0.0
0.0794,32,0,0,0.0,0.0
0.0794,33,0,0,0.0,0.0
0.0794,34,0,0,0.0,0.0
