timestamp,subcarrier_index,I,Q,magnitude,phase
1.0145,0,-96,15,97.165,171.12
1.0145,1,0,-34,34.0,-90.0
1.0145,2,25,-29,38.288,-49.24
1.0145,3,23,-26,34.713,-48.5
1.0145,4,19,-23,29.833,-50.44
1.0145,5,13,-20,23.854,-56.98
1.0145,6,8,-19,20.616,-67.17
1.0145,7,1,-19,19.026,-86.99
1.0145,8,-3,-21,21.213,-98.13
1.0145,9,-8,-22,23.409,-109.98
1.0145,10,-11,-25,27.313,-113.75
1.0145,11,-15,-28,31.765,-118.18
1.0145,12,-17,-31,35.355,-118.74
1.0145,13,-18,-32,36.715,-119.36
1.0145,14,-19,-34,38.949,-119.2
1.0145,15,-17,-34,38.013,-116.57
1.0145,16,-16,-33,36.674,-115.87
1.0145,17,-14,-29,32.202,-115.77
1.0145,18,-11,-25,27.313,-113.75
1.0145,19,-8,-21,22.472,-110.85
1.0145,20,-5,-16,16.763,-107.35
1.0145,21,-3,-10,10.44,-106.7
1.0145,22,-1,-4,4.123,-104.04
1.0145,23,1,2,2.236,63.43
1.0145,24,2,8,8.246,75.96
1.0145,25,4,14,14.56,74.05
1.0145,26,5,0,5.0,0.0
1.0145,27,0,0,0.0,0.0
1.0145,28,0,0,0.0,0.0
1.0145,29,0,0,0.0,0.0
1.0145,30,0,0,0.0,0.0
1.0145,31,0,0,0.0,0.0
1.0145,32,0,0,0.0,0.0
1.0145,33,0,0,0.0,0.0
1.0145,34,0,0,0.0,0.0
1.0145,35,0,0,0.0,0.0
1.0145,36,0,0,0.0,0.0
1.0145,37,0,7,7.0,90.0
1.0145,38,-20,11,22.825,151.19
1.0145,39,-18,12,21.633,146.31
1.0145,40,-13,14,19.105,132.88
1.0145,41,-10,15,18.028,123.69
1.0145,42,-5,18,18.682,105.52
1.0145,43,-2,19,19.105,96.01
1.0145,44,1,20,20.025,87.14
1.0145,45,3,19,19.235,81.03
1.0145,46,5,18,18.682,74.48
1.0145,47,6,18,18.974,71.57
1.0145,48,5,16,16.763,72.65
1.0145,49,5,13,13.928,68.96
1.0145,50,4,8,8.944,63.43
1.0145,51,3,3,4.243,45.0
1.0145,52,1,-3,3.162,-71.57
1.0145,53,-1,-8,8.062,-97.13
1.0145,54,0,-14,14.0,-90.0
1.0145,55,1,-20,20.025,-87.14
1.0145,56,2,-26,26.077,-85.6
1.0145,57,7,-31,31.78,-77.28
1.0145,58,10,-33,34.482,-73.14
1.0145,59,13,-38,40.162,-71.11
1.0145,60,15,-39,41.785,-68.96
1.0145,61,22,-40,45.651,-61.19
1.0145,62,24,-38,44.944,-57.72
1.7293,0,64,11,64.938,9.75
1.7293,1,0,-20,20.0,-90.0
1.7293,2,-36,-18,40.249,-153.43
1.7293,3,-32,-15,35.341,-154.89
1.7293,4,-29,-11,31.016,-159.23
1.7293,5,-23,-4,23.345,-170.13
1.7293,6,-21,0,21.0,180.0
1.7293,7,-19,4,19.416,168.11
1.7293,8,-19,12,22.472,147.72
1.7293,9,-20,12,23.324,149.04
1.7293,10,-20,18,26.907,138.01
