packet_id,timestamp,rx_id,activity,rssi,amplitude_0,amplitude_1,amplitude_2,amplitude_3,amplitude_4,amplitude_5,amplitude_6,amplitude_7,amplitude_8,amplitude_9,amplitude_10,amplitude_11,amplitude_12,amplitude_13,amplitude_14,amplitude_15,amplitude_16,amplitude_17,amplitude_18,amplitude_19,amplitude_20,amplitude_21,amplitude_22,amplitude_23,amplitude_24,amplitude_25,amplitude_26,amplitude_27,amplitude_28,amplitude_29,amplitude_30,amplitude_31,amplitude_32,amplitude_33,amplitude_34,amplitude_35,amplitude_36,amplitude_37,amplitude_38,amplitude_39,amplitude_40,amplitude_41,amplitude_42,amplitude_43,amplitude_44,amplitude_45,amplitude_46,amplitude_47,amplitude_48,amplitude_49,amplitude_50,amplitude_51,amplitude_52,amplitude_53,amplitude_54,amplitude_55,amplitude_56,amplitude_57,amplitude_58,amplitude_59,amplitude_60,amplitude_61,amplitude_62,amplitude_63,phase_0,phase_1,phase_2,phase_3,phase_4,phase_5,phase_6,phase_7,phase_8,phase_9,phase_10,phase_11,phase_12,phase_13,phase_14,phase_15,phase_16,phase_17,phase_18,phase_19,phase_20,phase_21,phase_22,phase_23,phase_24,phase_25,phase_26,phase_27,phase_28,phase_29,phase_30,phase_31,phase_32,phase_33,phase_34,phase_35,phase_36,phase_37,phase_38,phase_39,phase_40,phase_41,phase_42,phase_43,phase_44,phase_45,phase_46,phase_47,phase_48,phase_49,phase_50,phase_51,phase_52,phase_53,phase_54,phase_55,phase_56,phase_57,phase_58,phase_59,phase_60,phase_61,phase_62,phase_63
1,1760879462.9549289,RX1,Walking,66,0.0,17.691807,17.691807,17.804493,15.811389,15.0,14.422205,13.892444,12.083046,10.770329,10.198039,8.0,8.062258,10.440307,10.770329,11.704699,12.649111,13.152946,13.038405,12.041595,10.770329,10.0,7.2111025,5.0990195,3.1622777,3.0,2.828427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.062258,9.848858,10.770329,11.18034,12.1655245,12.0,13.0,13.152946,13.152946,12.1655245,12.1655245,12.041595,11.0,11.045361,11.401754,12.999999,13.416409,14.764824,17.492855,17.20465,18.027756,19.416489,20.0,19.416489,19.209373,17.804493,0.0,-2.3961732,-2.3961732,-2.4756234,-2.536048,-2.4980915,-2.55359,-2.6135182,-2.714965,-2.7610862,-2.9441972,3.1415925,3.0172377,2.8501358,2.7610862,2.7928216,2.819842,2.9889433,3.0648208,-3.0584514,-2.7610862,-2.4980915,-2.158799,-1.7681919,-1.2490457,0.0,0.7853982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0899425,-1.9890207,-1.9513026,-1.7506498,-1.735945,-1.5707964,-1.5707964,-1.418147,-1.418147,-1.4056476,-1.4056476,-1.487655,-1.5707964,-1.6614562,-1.8370484,-1.9655875,-2.0344439,-2.0647378,-2.1112158,-2.1910458,-2.158799,-2.1730838,-2.2142975,-2.1730838,-2.2455373,-2.2367656
2,1760879463.514957,RX1,Walking,91,0.0,4.472136,4.472136,5.0990195,8.602325,5.3851647,7.2111025,5.656854,6.4031243,1.4142135,15.033297,5.0,1.0,7.071068,14.035668,5.0990195,7.2111025,8.062258,10.770329,8.246211,9.219544,12.041595,9.433981,15.811389,14.142136,10.440307,11.045361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,12.649111,16.27882,13.0,15.033297,17.029385,14.035668,14.142136,8.944272,12.999999,12.806249,13.892444,16.03122,12.529964,10.440307,11.18034,10.198039,9.433981,10.049876,5.0,7.0,11.045361,9.219544,11.18034,7.615773,13.152946,0.0,2.0344439,1.1071488,1.7681919,2.1910458,1.9513026,2.158799,0.7853982,-0.8960554,0.7853982,3.0750246,0.9272952,-1.5707964,-0.7853982,-1.4994888,-1.7681919,-0.98279375,-1.0516502,-0.38050637,-0.24497867,-0.7086263,-0.7266423,-1.012197,-0.6055447,-0.14189705,-0.2914568,0.09065989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5707964,1.2490457,1.3854483,1.5707964,1.6373645,1.6295521,1.4994888,1.4288993,2.0344439,1.9655875,2.2455373,2.0988708,1.5083776,2.070143,1.8622531,2.0344439,1.7681919,2.1293957,1.670465,2.4980915,1.5707964,1.4801364,2.2794225,1.7506498,1.9756881,1.7234457
3,1760879463.5778182,RX1,Walking,91,0.0,10.198039,12.369316,13.341663,11.401754,13.152946,16.03122,13.892444,8.062258,10.198039,11.18034,8.062258,5.0990195,8.062258,17.0,11.18034,9.219544,18.439089,17.262676,11.401754,10.770329,13.601471,10.630146,15.231546,7.2111025,11.313708,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2426405,4.472136,3.1622777,4.2426405,5.8309517,7.8102493,16.27882,13.038405,3.6055512,10.630146,5.8309517,7.071068,9.848858,8.062258,9.219544,7.8102493,10.049876,8.602325,11.704699,13.601471,13.152946,14.3178215,7.28011,13.341663,14.86607,9.055386,0.0,0.19739556,0.24497867,0.22679885,0.66104317,0.15264933,-0.06241881,-0.52807444,-0.5191461,-0.19739556,-1.7506498,0.124354996,-0.19739556,0.124354996,0.0,-0.1798535,0.21866895,-0.21866895,-0.1746722,-0.26625204,-0.38050637,0.29849893,0.71883,0.4048918,0.5880026,0.7853982,0.9272952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7853982,-2.0344439,-0.32175055,-0.7853982,-1.0303768,-0.87605804,-0.7419473,0.07677189,-0.98279375,-0.8519663,-1.0303768,0.7853982,0.41822433,-0.124354996,-0.86217004,-0.69473827,-0.09966865,0.6202495,-0.348771,-0.29849893,-0.15264933,-0.21109334,0.27829966,0.22679885,0.34302393,-0.11065722
4,1760879463.639874,RX1,Walking,91,0.0,4.472136,5.0,5.3851647,6.4031243,5.0990195,2.828427,5.0990195,5.656854,2.0,19.849434,10.0,5.0990195,2.0,13.341663,6.7082043,10.0,9.848858,12.041595,11.401754,10.0,12.206555,16.124516,12.369316,7.615773,15.0,13.60147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1655245,24.04163,26.925825,12.206555,16.643316,16.763054,16.492422,19.235384,16.155495,12.999999,7.2111025,21.587034,10.198039,15.033297,10.816654,7.2111025,10.049876,8.246211,4.2426405,11.661903,3.6055512,10.816654,10.770329,9.219544,9.433981,7.8102493,0.0,-0.4636476,-0.9272952,0.38050637,0.8960554,-0.19739556,-2.3561945,-1.7681919,-0.7853982,1.5707964,0.85670567,0.9272952,0.19739556,1.5707964,1.3439975,0.4636476,0.6435011,0.41822433,0.7266423,0.66104317,0.9272952,0.9600704,1.0516502,1.3258177,1.1659045,0.9272952,0.94200003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16514868,-0.7853982,-0.5467888,-0.61072594,-0.57133746,-0.30288488,-0.24497867,-0.15660188,-0.38050637,-0.39479113,-0.5880026,-0.23374318,-0.19739556,-0.066568166,-0.98279375,-0.5880026,-0.09966865,-1.3258177,-0.7853982,-0.5404195,-0.5880026,-0.98279375,-0.38050637,-0.86217004,-0.5585993,-0.87605804
5,1760879463.682282,RX1,Walking,91,0.0,3.1622777,10.049876,8.246211,4.1231055,10.198039,6.0,6.0,7.8102493,1.0,17.029387,5.8309517,3.1622777,9.486833,8.062258,9.055386,8.246211,10.440307,10.198039,7.28011,12.529964,7.28011,16.124516,12.529964,8.5440035,6.3245554,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.313208,14.866069,15.652476,9.219544,12.999999,15.0,20.615528,7.615773,12.649111,19.416489,19.416489,11.661903,17.088007,9.899495,8.602325,15.264338,12.806249,7.8102493,15.524176,5.656854,7.615773,14.3178215,12.7279215,8.062258,8.246211,7.28011,0.0,0.32175055,1.4711276,2.896614,-2.896614,2.9441972,3.1415925,1.5707964,0.87605804,-1.5707964,-2.4393358,-2.1112158,1.2490457,-1.2490457,-1.0516502,-1.6814536,-1.3258177,-1.2793396,-1.3734008,-1.2924967,-1.0714496,-1.2924967,-1.0516502,-1.0714496,-0.35877067,-1.2490457,-0.6435011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7707014,2.4037776,2.6779451,2.2794225,2.7468016,2.4980915,2.2531128,2.7367008,2.819842,2.5393052,2.5393052,2.6011732,2.782822,2.3561945,2.5213432,2.5899377,2.4668517,2.4468544,2.8809903,2.3561945,1.9756881,1.7818897,2.3561945,2.0899425,1.3258177,2.863293
6,1760879463.994642,RX1,Walking,61,0.0,13.892444,15.0,14.866069,14.21267,15.264338,17.0,17.888544,18.788294,17.888544,17.492855,17.0,16.124516,15.264338,14.764824,13.416409,12.529964,10.770329,9.848858,9.486833,9.486833,9.219544,9.219544,10.198039,8.5440035,7.071068,6.7082043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2111025,8.062258,9.486833,11.18034,12.041595,13.0,13.152946,12.649111,12.649111,10.770329,9.486833,9.219544,9.0,9.219544,10.440307,11.18034,13.892444,16.124516,19.723083,20.59126,21.470911,22.84732,22.472204,22.135942,19.924858,18.681541,0.0,-2.0988708,-2.2142975,-2.3086114,-2.4558632,-2.5899377,-2.6516354,-2.6779451,-2.70175,-2.6779451,-2.6011732,-2.6516354,-2.6224465,-2.5899377,-2.6476512,-2.6779451,-2.642246,-2.7610862,-2.7233684,-2.819842,-2.819842,-2.9229238,-2.9229238,-2.9441972,-2.782822,-2.9996955,-2.6779451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.158799,-2.0899425,-1.8925469,-1.7506498,-1.6539376,-1.5707964,-1.418147,-1.2490457,-1.2490457,-1.19029,-1.2490457,-1.3521274,-1.5707964,-1.7894653,-1.8622531,-2.0344439,-2.0988708,-2.0899425,-2.1025205,-2.077895,-2.0552742,-1.9756881,-1.9347752,-1.8925469,-1.8766752,-1.8417432
7,1760879464.4728901,RX1,Walking,72,0.0,11.045361,8.062258,5.0990195,3.6055512,3.1622777,6.3245554,8.5440035,12.369316,11.704699,12.649111,14.56022,15.524176,16.492422,15.297058,16.155495,16.552946,15.264338,16.40122,17.029387,17.492855,18.384775,18.681541,19.104973,19.026297,18.248287,17.088007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.055386,9.055386,9.0,8.062258,8.0,7.0,6.0827622,5.3851647,3.6055512,4.1231055,4.472136,5.8309517,6.4031243,8.5440035,9.055386,11.0,12.369316,13.928389,15.811389,16.970562,17.804493,18.027756,18.027756,17.720043,15.132746,16.0,0.0,-0.09065989,-0.124354996,-0.19739556,0.98279375,1.8925469,1.8925469,1.929567,1.815775,1.9195673,1.8925469,1.849096,1.8313987,1.815775,1.7681919,1.9513026,2.0074234,2.1224513,2.226492,2.4393358,2.6011732,2.7509856,2.8706458,3.0367157,-3.0890095,-2.976444,-2.782822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6814536,-1.6814536,-1.5707964,-1.6951513,-1.5707964,-1.5707964,-1.735945,-1.9513026,-2.55359,-2.896614,2.6779451,2.6011732,2.2455373,1.929567,1.6814536,1.5707964,1.3258177,1.2036225,0.9652517,0.7853982,0.66596925,0.5880026,0.33929262,0.28605142,0.13255154,0.0
8,1760879465.548606,RX1,Walking,63,0.0,14.142136,14.035668,13.038405,12.369316,12.999999,14.422205,15.0,15.0,14.21267,14.21267,14.866069,13.453625,14.142136,12.7279215,12.041595,10.630146,9.219544,7.8102493,6.4031243,5.0,3.6055512,2.236068,3.0,4.1231055,5.3851647,6.0827622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.770329,11.661903,14.21267,14.866069,15.811389,15.652476,16.155495,15.524176,13.341663,12.1655245,10.198039,8.944272,8.602325,10.0,10.29563,12.649111,14.56022,17.46425,20.615528,21.84033,23.086794,24.351591,23.409397,22.472204,20.615528,19.697716,0.0,-2.9996955,-3.070285,3.0648208,2.896614,2.7468016,2.55359,2.4980915,2.4980915,2.4558632,2.4558632,2.4037776,2.4087775,2.3561945,2.3561945,2.4149504,2.4227626,2.4329665,2.4468544,2.4668517,2.4980915,2.55359,2.0344439,1.5707964,1.3258177,1.19029,1.4056476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7610862,-2.6011732,-2.4558632,-2.3086114,-2.176341,-2.0344439,-1.9513026,-1.8313987,-1.7975951,-1.735945,-1.7681919,-2.0344439,-2.1910458,-2.4980915,-2.634494,-2.819842,-2.863293,-2.910502,-2.896614,-2.863293,-2.83354,-2.806856,-2.7928216,-2.7776136,-2.7430701,-2.7233684
9,1760879465.56674,RX1,Walking,63,0.0,5.8309517,17.804493,8.062258,9.055386,9.0,9.486833,10.198039,11.401754,10.198039,11.18034,10.440307,9.219544,9.219544,8.5440035,8.246211,7.28011,6.3245554,5.0990195,4.1231055,3.1622777,2.236068,2.236068,2.236068,2.0,3.0,4.1231055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.071068,8.602325,10.29563,11.704699,13.152946,12.0,13.038405,12.1655245,11.18034,9.486833,8.246211,7.071068,7.0,6.7082043,7.8102493,9.899495,9.219544,12.806249,14.866069,17.691807,16.40122,17.691807,17.804493,18.867962,11.18034,11.661903,0.0,2.6011732,-2.4756234,2.0899425,1.6814536,1.5707964,1.2490457,1.3734008,1.3045443,1.3734008,1.3909428,1.2793396,1.3521274,1.3521274,1.2120256,1.3258177,1.2924967,1.2490457,1.3734008,1.3258177,1.2490457,1.1071488,0.4636476,0.4636476,0.0,0.0,0.24497867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3561945,2.5213432,2.634494,2.7928216,2.9889433,3.1415925,-3.0648208,-2.976444,-2.961739,-2.819842,-2.896614,-2.9996955,3.1415925,2.6779451,2.4468544,2.3561945,2.2794225,2.2455373,2.3086114,2.3162158,2.485897,2.3162158,2.4756234,2.5829933,-0.1798535,2.6011732
10,1760879466.579581,RX1,Walking,66,0.0,16.27882,15.620499,16.970562,17.029387,17.029387,16.40122,16.40122,14.422205,13.038404,12.529964,11.18034,10.29563,9.848858,10.29563,9.433981,8.602325,7.071068,5.0,3.1622777,2.236068,1.0,3.6055512,4.1231055,6.0827622,6.7082043,7.071068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.03122,16.492422,16.155495,16.124516,15.0,14.21267,11.401754,10.29563,9.486833,11.045361,14.035668,15.132746,17.117243,19.104973,21.023798,22.022717,23.0,23.0,25.01999,24.020824,23.021729,21.023798,19.026297,17.117243,15.524176,14.86607,0.0,2.3996453,2.4468544,2.3561945,2.2730532,2.2730532,2.226492,2.226492,2.158799,2.1375256,2.070143,2.0344439,2.077895,1.9890207,2.077895,2.1293957,2.1910458,2.3561945,2.4980915,2.819842,-2.6779451,-1.5707964,-0.5880026,-0.24497867,0.16514868,0.4636476,0.7853982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0791738,-2.896614,-2.7610862,-2.6224465,-2.4980915,-2.4558632,-2.4805496,-2.634494,-2.819842,-3.050933,3.070285,3.009041,3.024484,3.0367157,3.0940096,3.0961695,3.1415925,3.1415925,-3.101614,-3.09995,-3.0981417,-3.0940096,3.0890095,3.024484,2.8809903,2.7985687
