timestamp,subcarrier_index,I,Q,magnitude,phase
0.004,0,32,8,32.985,14.04
0.004,1,0,30,30.0,90.0
0.004,2,14,28,31.305,63.43
0.004,3,13,23,26.42,60.52
0.004,4,13,19,23.022,55.62
0.004,5,10,15,18.028,56.31
0.004,6,13,11,17.029,40.24
0.004,7,15,7,16.553,25.02
0.004,8,17,4,17.464,13.24
0.004,9,20,5,20.616,14.04
0.004,10,27,4,27.295,8.43
0.004,11,29,4,29.275,7.85
0.004,12,33,6,33.541,10.3
0.004,13,35,9,36.139,14.42
0.004,14,36,10,37.363,15.52
0.004,15,35,12,37.0,18.92
0.004,16,34,13,36.401,20.92
0.004,17,33,13,35.468,21.5
0.004,18,28,13,30.871,24.9
0.004,19,24,13,27.295,28.44
0.004,20,19,10,21.471,27.76
0.004,21,14,8,16.125,29.74
0.004,22,8,5,9.434,32.01
0.004,23,3,1,3.162,18.43
0.004,24,-1,-2,2.236,-116.57
0.004,25,-4,-6,7.211,-123.69
0.004,26,-7,0,7.0,180.0
0.004,27,0,0,0.0,0.0
0.004,28,0,0,0.0,0.0
0.004,29,0,0,0.0,0.0
0.004,30,0,0,0.0,0.0
0.004,31,0,0,0.0,0.0
0.004,32,0,0,0.0,0.0
0.004,33,0,0,0.0,0.0
0.004,34,0,0,0.0,0.0
0.004,35,0,0,0.0,0.0
0.004,36,0,0,0.0,0.0
0.004,37,0,-21,21.0,-90.0
0.004,38,-10,-18,20.591,-119.05
0.004,39,-13,-15,19.849,-130.91
0.004,40,-14,-12,18.439,-139.4
0.004,41,-14,-9,16.643,-147.26
0.004,42,-16,-6,17.088,-159.44
0.004,43,-17,-3,17.263,-169.99
0.004,44,-18,-1,18.028,-176.82
0.004,45,-20,1,20.025,177.14
0.004,46,-20,2,20.1,174.29
0.004,47,-21,2,21.095,174.56
0.004,48,-20,2,20.1,174.29
0.004,49,-18,3,18.248,170.54
0.004,50,-16,3,16.279,169.38
0.004,51,-12,2,12.166,170.54
