timestamp,subcarrier_index,I,Q,magnitude,phase_deg
729.674555,50,0,6,6.0,90.0
729.674555,51,0,6,6.0,90.0
729.674555,52,0,6,6.0,90.0
729.674555,53,1,7,7.071,81.87
729.674555,54,1,8,8.062,82.875
729.674555,55,2,7,7.28,74.055
729.674555,56,2,9,9.22,77.471
729.674555,57,3,9,9.487,71.565
729.674555,58,3,8,8.544,69.444
729.674555,59,4,9,9.849,66.038
729.674555,60,6,10,11.662,59.036
729.674555,61,7,11,13.038,57.529
729.674555,62,7,11,13.038,57.529
729.674555,63,8,11,13.601,53.973
729.674742,0,0,0,0.0,0.0
729.674742,1,3,8,8.544,69.444
729.674742,2,2,10,10.198,78.69
729.674742,3,-2,12,12.166,99.462
729.674742,4,-2,15,15.133,97.595
729.674742,5,2,17,17.117,83.29
729.674742,6,2,19,19.105,83.991
729.674742,7,-2,19,19.105,96.009
729.674742,8,-3,14,14.318,102.095
729.674742,9,0,11,11.0,90.0
729.674742,10,4,13,13.601,72.897
729.674742,11,5,15,15.811,71.565
729.674742,12,6,16,17.088,69.444
729.674742,13,8,16,17.889,63.435
729.674742,14,7,15,16.553,64.983
729.674742,15,8,18,19.698,66.038
729.674742,16,10,22,24.166,65.556
729.674742,17,12,20,23.324,59.036
729.674742,18,15,17,22.672,48.576
729.674742,19,17,16,23.345,43.264
729.674742,20,17,17,24.042,45.0
729.674742,21,17,17,24.042,45.0
729.674742,22,15,15,21.213,45.0
729.674742,23,13,13,18.385,45.0
729.674742,24,14,12,18.439,40.601
729.674742,25,15,11,18.601,36.254
729.674742,26,15,10,18.028,33.69
729.674742,27,0,0,0.0,0.0
729.674742,28,0,0,0.0,0.0
729.674742,29,0,0,0.0,0.0
729.674742,30,0,0,0.0,0.0
729.674742,31,0,0,0.0,0.0
729.674742,32,0,0,0.0,0.0
729.674742,33,0,0,0.0,0.0
729.674742,34,0,0,0.0,0.0
729.674742,35,0,0,0.0,0.0
729.674742,36,0,0,0.0,0.0
729.674742,37,0,0,0.0,0.0
729.674742,38,9,5,10.296,29.055
729.674742,39,8,5,9.434,32.005
729.674742,40,5,7,8.602,54.462
729.674742,41,4,6,7.211,56.31
729.674742,42,4,5,6.403,51.34
729.674742,43,3,5,5.831,59.036
729.674742,44,4,6,7.211,56.31
729.674742,45,3,8,8.544,69.444
729.674742,46,1,7,7.071,81.87
729.674742,47,-1,6,6.083,99.462
729.674742,48,0,5,5.0,90.0
729.674742,49,4,2,4.472,26.565
729.674742,50,5,1,5.099,11.31
729.674742,51,3,5,5.831,59.036
729.674742,52,-1,6,6.083,99.462
729.674742,53,-3,3,4.243,135.0
729.674742,54,-2,3,3.606,123.69
729.674742,55,-2,4,4.472,116.565
729.674742,56,0,7,7.0,90.0
729.674742,57,0,9,9.0,90.0
729.674742,58,-3,9,9.487,108.435
729.674742,59,-6,8,10.0,126.87
729.674742,60,-6,6,8.485,135.0
729.674742,61,-5,5,7.071,135.0
729.674742,62,-5,8,9.434,122.005
729.674742,63,-3,9,9.487,108.435
729.885437,0,0,0,0.0,0.0
729.885437,1,-18,5,18.682,164.476
729.885437,2,-18,5,18.682,164.476
729.885437,3,-19,5,19.647,165.256
729.885437,4,-18,4,18.439,167.471
729.885437,5,-18,2,18.111,173.66
729.885437,6,-16,0,16.0,180.0
729.885437,7,-12,0,12.0,180.0
729.885437,8,-9,-1,9.055,-173.66
729.885437,9,-6,1,6.083,170.538
729.885437,10,-3,4,5.0,126.87
729.885437,11,-1,3,3.162,108.435
729.885437,12,1,2,2.236,63.435
729.885437,13,4,4,5.657,45.0
729.885437,14,6,6,8.485,45.0
729.885437,15,5,9,10.296,60.945
729.885437,16,4,10,10.77,68.199
729.885437,17,5,9,10.296,60.945
729.885437,18,4,9,9.849,66.038
729.885437,19,3,9,9.487,71.565
729.885437,20,1,9,9.055,83.66
729.885437,21,0,9,9.0,90.0
729.885437,22,-1,9,9.055,96.34
729.885437,23,-1,7,7.071,98.13
729.885437,24,-1,5,5.099,101.31
729.885437,25,-3,3,4.243,135.0
729.885437,26,-7,3,7.616,156.801
729.885437,27,0,0,0.0,0.0
729.885437,28,0,0,0.0,0.0
729.885437,29,0,0,0.0,0.0
729.885437,30,0,0,0.0,0.0
729.885437,31,0,0,0.0,0.0
729.885437,32,0,0,0.0,0.0
729.885437,33,0,0,0.0,0.0
729.885437,34,0,0,0.0,0.0
729.885437,35,0,0,0.0,0.0
729.885437,36,0,0,0.0,0.0
729.885437,37,0,0,0.0,0.0
729.885437,38,8,1,8.062,7.125
729.885437,39,8,0,8.0,0.0
729.885437,40,7,-1,7.071,-8.13
729.885437,41,5,-2,5.385,-21.801
729.885437,42,4,-4,5.657,-45.0
729.885437,43,4,-5,6.403,-51.34
729.885437,44,5,-8,9.434,-57.995
729.885437,45,5,-11,12.083,-65.556
729.885437,46,7,-12,13.892,-59.744
729.885437,47,8,-13,15.264,-58.392
729.885437,48,8,-13,15.264,-58.392
729.885437,49,9,-13,15.811,-55.305
729.885437,50,9,-14,16.643,-57.265
729.885437,51,8,-16,17.889,-63.435
729.885437,52,8,-15,17.0,-61.928
729.885437,53,7,-13,14.765,-61.699
729.885437,54,5,-11,12.083,-65.556
729.885437,55,3,-10,10.44,-73.301
729.885437,56,2,-9,9.22,-77.471
729.885437,57,-1,-8,8.062,-97.125
729.885437,58,-3,-7,7.616,-113.199
729.885437,59,-3,-5,5.831,-120.964
729.885437,60,-5,-1,5.099,-168.69
729.885437,61,-10,1,10.05,174.289
729.885437,62,-15,2,15.133,172.405
729.885437,63,-15,3,15.297,168.69
729.918675,0,0,0,0.0,0.0
729.918675,1,7,1,7.071,8.13
729.918675,2,10,3,10.44,16.699
729.918675,3,13,4,13.601,17.103
729.918675,4,14,5,14.866,19.654
729.918675,5,14,5,14.866,19.654
729.918675,6,14,5,14.866,19.654
729.918675,7,14,5,14.866,19.654
729.918675,8,15,3,15.297,11.31
729.918675,9,18,2,18.111,6.34
729.918675,10,21,1,21.024,2.726
729.918675,11,20,0,20.0,0.0
729.918675,12,20,0,20.0,0.0
729.918675,13,21,0,21.0,0.0
729.918675,14,22,0,22.0,0.0
729.918675,15,23,-1,23.022,-2.49
729.918675,16,24,-1,24.021,-2.386
729.918675,17,24,0,24.0,0.0
729.918675,18,23,0,23.0,0.0
729.918675,19,23,-2,23.087,-4.97
729.918675,20,25,-3,25.179,-6.843
729.918675,21,25,-1,25.02,-2.291
729.918675,22,23,2,23.087,4.97
729.918675,23,21,2,21.095,5.44
729.918675,24,21,0,21.0,0.0
729.918675,25,21,-2,21.095,-5.44
729.918675,26,20,-2,20.1,-5.711
729.918675,27,0,0,0.0,0.0
729.918675,28,0,0,0.0,0.0
729.918675,29,0,0,0.0,0.0
729.918675,30,0,0,0.0,0.0
729.918675,31,0,0,0.0,0.0
729.918675,32,0,0,0.0,0.0
729.918675,33,0,0,0.0,0.0
729.918675,34,0,0,0.0,0.0
729.918675,35,0,0,0.0,0.0
729.918675,36,0,0,0.0,0.0
729.918675,37,0,0,0.0,0.0
729.918675,38,-2,-10,10.198,-101.31
729.918675,39,1,-10,10.05,-84.289
729.918675,40,4,-10,10.77,-68.199
729.918675,41,4,-9,9.849,-66.038
729.918675,42,2,-6,6.325,-71.565
729.918675,43,2,-6,6.325,-71.565
729.918675,44,3,-6,6.708,-63.435
729.918675,45,3,-4,5.0,-53.13
729.918675,46,3,-2,3.606,-33.69
729.918675,47,3,-3,4.243,-45.0
729.918675,48,3,-4,5.0,-53.13
729.918675,49,2,-3,3.606,-56.31
729.918675,50,1,-4,4.123,-75.964
729.918675,51,1,-3,3.162,-71.565
729.918675,52,1,-2,2.236,-63.435
729.918675,53,1,-2,2.236,-63.435
729.918675,54,-1,-3,3.162,-108.435
729.918675,55,-1,-3,3.162,-108.435
729.918675,56,1,-1,1.414,-45.0
729.918675,57,2,0,2.0,0.0
729.918675,58,3,1,3.162,18.435
729.918675,59,6,1,6.083,9.462
729.918675,60,8,2,8.246,14.036
729.918675,61,8,3,8.544,20.556
729.918675,62,7,3,7.616,23.199
729.918675,63,9,3,9.487,18.435
729.919038,0,0,0,0.0,0.0
729.919038,1,6,3,6.708,26.565
729.919038,2,3,0,3.0,0.0
729.919038,3,2,-4,4.472,-63.435
729.919038,4,1,-8,8.062,-82.875
729.919038,5,1,-10,10.05,-84.289
729.919038,6,0,-11,11.0,-90.0
729.919038,7,1,-13,13.038,-85.601
729.919038,8,1,-16,16.031,-86.424
729.919038,9,1,-18,18.028,-86.82
729.919038,10,2,-18,18.111,-83.66
729.919038,11,3,-17,17.263,-79.992
729.919038,12,4,-15,15.524,-75.069
729.919038,13,5,-13,13.928,-68.962
729.919038,14,5,-12,13.0,-67.38
729.919038,15,4,-10,10.77,-68.199
729.919038,16,3,-9,9.487,-71.565
729.919038,17,2,-7,7.28,-74.055
729.919038,18,1,-6,6.083,-80.538
729.919038,19,-1,-5,5.099,-101.31
729.919038,20,-3,-3,4.243,-135.0
729.919038,21,-4,-3,5.0,-143.13
729.919038,22,-4,-3,5.0,-143.13
729.919038,23,-5,-3,5.831,-149.036
729.919038,24,-6,-3,6.708,-153.435
729.919038,25,-6,-4,7.211,-146.31
729.919038,26,-6,-5,7.81,-140.194
729.919038,27,0,0,0.0,0.0
729.919038,28,0,0,0.0,0.0
729.919038,29,0,0,0.0,0.0
729.919038,30,0,0,0.0,0.0
729.919038,31,0,0,0.0,0.0
729.919038,32,0,0,0.0,0.0
729.919038,33,0,0,0.0,0.0
729.919038,34,0,0,0.0,0.0
729.919038,35,0,0,0.0,0.0
729.919038,36,0,0,0.0,0.0
729.919038,37,0,0,0.0,0.0
729.919038,38,-6,12,13.416,116.565
729.919038,39,-8,13,15.264,121.608
729.919038,40,-11,14,17.804,128.157
729.919038,41,-14,13,19.105,137.121
729.919038,42,-14,11,17.804,141.843
729.919038,43,-13,10,16.401,142.431
729.919038,44,-12,9,15.0,143.13
729.919038,45,-10,8,12.806,141.34
729.919038,46,-8,8,11.314,135.0
729.919038,47,-8,9,12.042,131.634
729.919038,48,-9,8,12.042,138.366
729.919038,49,-6,6,8.485,135.0
729.919038,50,-1,5,5.099,101.31
729.919038,51,3,8,8.544,69.444
729.919038,52,6,9,10.817,56.31
729.919038,53,9,7,11.402,37.875
729.919038,54,11,7,13.038,32.471
729.919038,55,13,8,15.264,31.608
729.919038,56,14,10,17.205,35.538
729.919038,57,14,12,18.439,40.601
729.919038,58,16,11,19.416,34.509
729.919038,59,16,9,18.358,29.358
729.919038,60,16,9,18.358,29.358
729.919038,61,15,9,17.493,30.964
729.919038,62,13,8,15.264,31.608
729.919038,63,12,8,14.422,33.69
729.919393,0,0,0,0.0,0.0
729.919393,1,2,-6,6.325,-71.565
729.919393,2,0,-5,5.0,-90.0
729.919393,3,-4,-4,5.657,-135.0
729.919393,4,-9,-4,9.849,-156.038
729.919393,5,-14,-2,14.142,-171.87
729.919393,6,-17,-2,17.117,-173.29
729.919393,7,-18,-3,18.248,-170.538
729.919393,8,-19,-4,19.416,-168.111
729.919393,9,-21,-4,21.378,-169.216
729.919393,10,-21,-5,21.587,-166.608
729.919393,11,-20,-6,20.881,-163.301
729.919393,12,-18,-6,18.974,-161.565
729.919393,13,-15,-6,16.155,-158.199
729.919393,14,-12,-6,13.416,-153.435
729.919393,15,-12,-6,13.416,-153.435
729.919393,16,-11,-6,12.53,-151.39
729.919393,17,-8,-5,9.434,-147.995
729.919393,18,-5,-3,5.831,-149.036
729.919393,19,-3,-2,3.606,-146.31
729.919393,20,-3,0,3.0,180.0
729.919393,21,-2,2,2.828,135.0
729.919393,22,-3,2,3.606,146.31
729.919393,23,-4,3,5.0,143.13
729.919393,24,-6,4,7.211,146.31
729.919393,25,-6,5,7.81,140.194
729.919393,26,-6,3,6.708,153.435
729.919393,27,0,0,0.0,0.0
729.919393,28,0,0,0.0,0.0
729.919393,29,0,0,0.0,0.0
729.919393,30,0,0,0.0,0.0
729.919393,31,0,0,0.0,0.0
729.919393,32,0,0,0.0,0.0
729.919393,33,0,0,0.0,0.0
729.919393,34,0,0,0.0,0.0
729.919393,35,0,0,0.0,0.0
729.919393,36,0,0,0.0,0.0
729.919393,37,0,0,0.0,0.0
729.919393,38,11,7,13.038,32.471
729.919393,39,13,8,15.264,31.608
729.919393,40,13,11,17.029,40.236
729.919393,41,12,14,18.439,49.399
729.919393,42,12,15,19.209,51.34
729.919393,43,10,16,18.868,57.995
729.919393,44,8,15,17.0,61.928
729.919393,45,8,13,15.264,58.392
729.919393,46,8,11,13.601,53.973
729.919393,47,7,9,11.402,52.125
729.919393,48,6,7,9.22,49.399
729.919393,49,7,5,8.602,35.538
729.919393,50,7,1,7.071,8.13
729.919393,51,8,-2,8.246,-14.036
729.919393,52,9,-4,9.849,-23.962
729.919393,53,9,-6,10.817,-33.69
729.919393,54,10,-9,13.454,-41.987
729.919393,55,12,-12,16.971,-45.0
729.919393,56,13,-15,19.849,-49.086
729.919393,57,13,-17,21.401,-52.595
729.919393,58,11,-18,21.095,-58.57
729.919393,59,12,-18,21.633,-56.31
729.919393,60,13,-18,22.204,-54.162
729.919393,61,13,-16,20.616,-50.906
729.919393,62,10,-14,17.205,-54.462
729.919393,63,10,-13,16.401,-52.431
729.937253,0,0,0,0.0,0.0
729.937253,1,-7,-10,12.207,-124.992
729.937253,2,-8,-11,13.601,-126.027
729.937253,3,-8,-14,16.125,-119.745
729.937253,4,-9,-17,19.235,-117.897
729.937253,5,-7,-19,20.248,-110.225
729.937253,6,-5,-19,19.647,-104.744
729.937253,7,-5,-18,18.682,-105.524
729.937253,8,-5,-17,17.72,-106.39
729.937253,9,-4,-14,14.56,-105.945
729.937253,10,-4,-13,13.601,-107.103
729.937253,11,-3,-12,12.369,-104.036
729.937253,12,-2,-11,11.18,-100.305
729.937253,13,-2,-8,8.246,-104.036
729.937253,14,-3,-5,5.831,-120.964
729.937253,15,-3,-3,4.243,-135.0
729.937253,16,-4,-1,4.123,-165.964
729.937253,17,-5,0,5.0,180.0
729.937253,18,-5,0,5.0,180.0
729.937253,19,-6,2,6.325,161.565
729.937253,20,-7,2,7.28,164.055
729.937253,21,-9,1,9.055,173.66
729.937253,22,-9,0,9.0,180.0
729.937253,23,-9,0,9.0,180.0
729.937253,24,-8,-1,8.062,-172.875
729.937253,25,-8,-2,8.246,-165.964
729.937253,26,-8,-2,8.246,-165.964
729.937253,27,0,0,0.0,0.0
729.937253,28,0,0,0.0,0.0
729.937253,29,0,0,0.0,0.0
729.937253,30,0,0,0.0,0.0
729.937253,31,0,0,0.0,0.0
729.937253,32,0,0,0.0,0.0
729.937253,33,0,0,0.0,0.0
729.937253,34,0,0,0.0,0.0
729.937253,35,0,0,0.0,0.0
729.937253,36,0,0,0.0,0.0
729.937253,37,0,0,0.0,0.0
729.937253,38,4,14,14.56,74.055
729.937253,39,1,12,12.042,85.236
729.937253,40,0,11,11.0,90.0
729.937253,41,1,11,11.045,84.806
729.937253,42,1,9,9.055,83.66
729.937253,43,0,6,6.0,90.0
729.937253,44,2,4,4.472,63.435
729.937253,45,6,3,6.708,26.565
729.937253,46,7,4,8.062,29.745
729.937253,47,8,4,8.944,26.565
729.937253,48,10,3,10.44,16.699
729.937253,49,12,4,12.649,18.435
729.937253,50,15,4,15.524,14.931
729.937253,51,15,4,15.524,14.931
729.937253,52,15,3,15.297,11.31
729.937253,53,15,3,15.297,11.31
729.937253,54,15,3,15.297,11.31
729.937253,55,16,3,16.279,10.62
729.937253,56,15,2,15.133,7.595
729.937253,57,14,0,14.0,0.0
729.937253,58,13,0,13.0,0.0
729.937253,59,10,1,10.05,5.711
729.937253,60,8,0,8.0,0.0
729.937253,61,6,-4,7.211,-33.69
729.937253,62,3,-6,6.708,-63.435
729.937253,63,0,-6,6.0,-90.0
730.03483,0,0,0,0.0,0.0
730.03483,1,6,9,10.817,56.31
730.03483,2,7,9,11.402,52.125
730.03483,3,7,10,12.207,55.008
730.03483,4,7,12,13.892,59.744
730.03483,5,8,13,15.264,58.392
730.03483,6,9,12,15.0,53.13
730.03483,7,8,10,12.806,51.34
730.03483,8,8,9,12.042,48.366
730.03483,9,11,7,13.038,32.471
730.03483,10,13,7,14.765,28.301
730.03483,11,15,9,17.493,30.964
730.03483,12,17,11,20.248,32.905
730.03483,13,16,11,19.416,34.509
730.03483,14,15,11,18.601,36.254
730.03483,15,15,13,19.849,40.914
730.03483,16,15,13,19.849,40.914
730.03483,17,15,12,19.209,38.66
730.03483,18,15,10,18.028,33.69
730.03483,19,16,9,18.358,29.358
730.03483,20,17,9,19.235,27.897
730.03483,21,17,10,19.723,30.466
730.03483,22,16,12,20.0,36.87
730.03483,23,14,12,18.439,40.601
730.03483,24,15,12,19.209,38.66
730.03483,25,16,11,19.416,34.509
730.03483,26,17,10,19.723,30.466
730.03483,27,0,0,0.0,0.0
730.03483,28,0,0,0.0,0.0
730.03483,29,0,0,0.0,0.0
730.03483,30,0,0,0.0,0.0
730.03483,31,0,0,0.0,0.0
730.03483,32,0,0,0.0,0.0
730.03483,33,0,0,0.0,0.0
730.03483,34,0,0,0.0,0.0
730.03483,35,0,0,0.0,0.0
730.03483,36,0,0,0.0,0.0
730.03483,37,0,0,0.0,0.0
730.03483,38,5,-9,10.296,-60.945
730.03483,39,7,-6,9.22,-40.601
730.03483,40,8,-3,8.544,-20.556
730.03483,41,9,-1,9.055,-6.34
730.03483,42,8,-2,8.246,-14.036
730.03483,43,6,-3,6.708,-26.565
730.03483,44,5,-2,5.385,-21.801
730.03483,45,5,0,5.0,0.0
730.03483,46,5,0,5.0,0.0
730.03483,47,4,-1,4.123,-14.036
730.03483,48,3,0,3.0,0.0
730.03483,49,2,1,2.236,26.565
730.03483,50,3,1,3.162,18.435
730.03483,51,4,1,4.123,14.036
730.03483,52,3,0,3.0,0.0
730.03483,53,2,-1,2.236,-26.565
730.03483,54,1,-2,2.236,-63.435
730.03483,55,1,-2,2.236,-63.435
730.03483,56,1,0,1.0,0.0
730.03483,57,0,2,2.0,90.0
730.03483,58,0,2,2.0,90.0
730.03483,59,1,2,2.236,63.435
730.03483,60,3,3,4.243,45.0
730.03483,61,4,6,7.211,56.31
730.03483,62,3,7,7.616,66.801
730.03483,63,3,7,7.616,66.801
730.225984,0,0,0,0.0,0.0
730.225984,1,-9,-7,11.402,-142.125
730.225984,2,-9,-8,12.042,-138.366
730.225984,3,-10,-9,13.454,-138.013
730.225984,4,-10,-9,13.454,-138.013
730.225984,5,-10,-9,13.454,-138.013
730.225984,6,-10,-10,14.142,-135.0
730.225984,7,-11,-10,14.866,-137.726
730.225984,8,-12,-10,15.62,-140.194
730.225984,9,-13,-10,16.401,-142.431
730.225984,10,-14,-10,17.205,-144.462
730.225984,11,-15,-9,17.493,-149.036
730.225984,12,-16,-9,18.358,-150.642
730.225984,13,-16,-9,18.358,-150.642
730.225984,14,-18,-9,20.125,-153.435
730.225984,15,-19,-9,21.024,-154.654
730.225984,16,-19,-9,21.024,-154.654
730.225984,17,-20,-9,21.932,-155.772
730.225984,18,-20,-9,21.932,-155.772
730.225984,19,-19,-9,21.024,-154.654
730.225984,20,-19,-8,20.616,-157.166
730.225984,21,-19,-8,20.616,-157.166
730.225984,22,-19,-7,20.248,-159.775
730.225984,23,-18,-7,19.313,-158.749
730.225984,24,-18,-6,18.974,-161.565
730.225984,25,-17,-6,18.028,-160.56
730.225984,26,-17,-5,17.72,-163.61
730.225984,27,0,0,0.0,0.0
730.225984,28,0,0,0.0,0.0
730.225984,29,0,0,0.0,0.0
730.225984,30,0,0,0.0,0.0
730.225984,31,0,0,0.0,0.0
730.225984,32,0,0,0.0,0.0
730.225984,33,0,0,0.0,0.0
730.225984,34,0,0,0.0,0.0
730.225984,35,0,0,0.0,0.0
730.225984,36,0,0,0.0,0.0
730.225984,37,0,0,0.0,0.0
730.225984,38,-7,6,9.22,139.399
730.225984,39,-7,6,9.22,139.399
730.225984,40,-7,5,8.602,144.462
730.225984,41,-7,5,8.602,144.462
730.225984,42,-7,4,8.062,150.255
730.225984,43,-7,3,7.616,156.801
730.225984,44,-7,2,7.28,164.055
730.225984,45,-6,2,6.325,161.565
730.225984,46,-6,2,6.325,161.565
730.225984,47,-5,2,5.385,158.199
730.225984,48,-5,1,5.099,168.69
730.225984,49,-4,1,4.123,165.964
730.225984,50,-4,0,4.0,180.0
730.225984,51,-3,0,3.0,180.0
730.225984,52,-3,1,3.162,161.565
730.225984,53,-3,0,3.0,180.0
730.225984,54,-4,-1,4.123,-165.964
730.225984,55,-4,-1,4.123,-165.964
730.225984,56,-4,-2,4.472,-153.435
730.225984,57,-4,-3,5.0,-143.13
730.225984,58,-4,-3,5.0,-143.13
730.225984,59,-5,-4,6.403,-141.34
730.225984,60,-5,-5,7.071,-135.0
730.225984,61,-5,-6,7.81,-129.806
730.225984,62,-5,-6,7.81,-129.806
730.225984,63,-5,-7,8.602,-125.538
