CSI:-58,96,12,0,10,27,9,21,7,18,5,10,-1,6,-6,2,-12,0,-16,-1,-21,0,-26,0,-29,3,-31,5,-33,8,-34,9,-31,11,-29,12,-26,10,-23,8,-17,5,-15,1,-13,-4,-11,-8,-9,-13,-7,-17,-7,-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-6,-2,-3,1,-1,4,2,9,3,13,4,18,4,22,4,24,2,27,2,27,2,26,1,27,1,23,0,19,2,15,2,10,6,8,10,4,14,2,18,1,22,1,28,0,32,3,35,6,37,8,36
CSI:-48,1,29,0,-5,-31,-5,-25,-4,-18,-1,-13,1,-10,5,-1,11,0,16,2,20,1,26,0,30,1,31,-2,34,-4,32,-7,33,-8,29,-7,26,-8,23,-6,20,-4,16,0,12,5,11,8,9,13,7,17,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-1,3,-3,-1,-5,-4,-8,-8,-11,-10,-15,-13,-19,-14,-22,-15,-25,-14,-26,-13,-26,-13,-24,-14,-22,-11,-18,-10,-13,-10,-9,-11,-5,-12,0,-16,3,-20,5,-25,7,-29,8,-32,4,-36,3,-40,0,-35
CSI:98,32,6,0,18,28,16,24,11,18,8,11,0,9,-6,5,-11,4,-19,4,-25,8,-28,7,-33,11,-34,15,-37,19,-37,22,-35,23,-28,21,-25,20,-25,16,-20,13,-16,7,-16,0,-16,-5,-16,-11,-15,-17,-16,-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-8,-3,-3,2,-1,6,1,11,2,15,2,20,3,25,3,29,2,31,0,33,0,31,-1,30,-2,27,-2,22,0,17,1,13,6,11,12,8,15,5,22,5,28,7,33,9,37,12,41,14,40,16,40
CSI:-54,-95,28,0,-17,27,-13,22,-7,17,-7,11,-7,5,-5,-1,-10,-8,-12,-14,-15,-18,-19,-19,-28,-20,-29,-23,-30,-16,-32,-16,-30,-15,-30,-14,-25,-13,-21,-11,-17,-10,-11,-11,-7,-12,-3,-14,1,-16,4,-18,8,-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-7,3,-2,1,1,1,6,2,9,5,13,7,17,9,21,11,23,12,26,14,24,14,24,14,23,12,20,9,18,5,15,0,13,-4,12,-10,12,-14,14,-18,17,-23,19,-25,23,-26,26,-26,29,-23,30
CSI:-33,-16,13,0,-30,-1,-24,1,-18,0,-13,-1,-5,-4,-2,-8,2,-11,5,-15,6,-23,4,-26,3,-31,-1,-33,-2,-34,-3,-33,-3,-32,-5,-31,-4,-26,-5,-23,-3,-19,1,-15,4,-12,9,-9,12,-7,16,-5,19,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,-1,3,2,0,3,-3,7,-5,8,-8,12,-9,16,-11,19,-11,23,-11,25,-12,25,-11,24,-9,23,-9,20,-9,15,-10,10,-10,4,-12,-1,-16,-5,-19,-8,-24,-10,-27,-13,-32,-11,-35,-11,-37,-10,-38,-9
CSI:98,33,22,0,-22,-20,-16,-18,-13,-14,-9,-10,-4,-8,3,-10,9,-11,12,-13,16,-16,19,-21,18,-23,19,-27,17,-30,17,-32,13,-31,11,-29,10,-26,9,-21,8,-18,9,-13,10,-8,12,-3,14,0,16,4,19,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,5,-3,3,-7,1,-11,1,-15,0,-18,1,-22,2,-25,3,-27,5,-27,4,-27,6,-25,6,-22,5,-18,4,-14,0,-12,-4,-10,-8,-8,-13,-7,-18,-8,-24,-11,-29,-13,-31,-17,-33,-18,-33,-20,-31
CSI:-1,-16,15,0,0,33,3,27,-1,18,0,13,-6,8,-11,3,-15,1,-20,-1,-27,2,-30,5,-33,8,-36,11,-38,13,-34,15,-34,18,-31,16,-26,15,-23,12,-21,9,-17,3,-15,-1,-14,-6,-13,-11,-14,-14,-14,-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-9,3,-6,4,-1,6,3,9,6,11,10,15,12,19,15,22,15,26,16,27,15,27,14,24,14,22,11,17,11,12,9,6,11,3,11,-3,16,-8,22,-12,24,-11,27,-12,34,-11,37,-11,43,-5,38
CSI:30,-31,17,0,-27,-11,-22,-9,-16,-9,-12,-8,-6,-9,-2,-13,2,-16,4,-19,5,-23,7,-27,3,-31,1,-34,1,-36,-1,-33,-2,-33,-5,-31,-6,-27,-3,-23,-1,-21,2,-16,6,-12,10,-12,13,-9,17,-8,22,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,6,-6,5,-7,3,-11,3,-15,3,-18,6,-23,7,-23,10,-27,13,-26,14,-24,15,-23,14,-20,12,-18,10,-15,8,-13,2,-11,-3,-12,-8,-14,-12,-16,-15,-20,-21,-22,-23,-26,-22,-31,-21,-31,-19
CSI:98,32,6,0,-23,-18,-19,-15,-15,-13,-10,-11,-3,-10,2,-11,5,-13,10,-18,12,-21,13,-26,11,-29,12,-31,7,-32,5,-34,5,-34,3,-29,2,-28,3,-23,4,-19,6,-14,9,-11,12,-8,16,-6,19,-4,21,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,-2,3,-5,2,-7,1,-13,-1,-16,-1,-21,0,-23,1,-27,3,-28,5,-31,6,-29,6,-27,8,-24,6,-21,6,-17,3,-13,-1,-11,-5,-10,-10,-11,-16,-10,-20,-14,-24,-16,-27,-20,-27,-23,-29,-23,-28
CSI:-5,-80,15,0,28,-2,22,-2,15,-2,11,0,7,3,2,9,3,14,2,18,2,22,4,26,9,30,11,31,13,31,15,30,16,29,16,25,15,22,10,19,8,14,2,14,-1,13,-5,13,-10,13,-13,15,-16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,-4,-3,-5,0,-4,5,-6,8,-8,12,-10,15,-14,18,-17,19,-20,20,-22,18,-25,18,-24,17,-24,15,-22,13,-19,12,-14,12,-8,14,-4,16,0,19,5,22,6,27,7,30,8,33,7,35,6,37,4
