SCIDX_-122_phi11,SCIDX_-122_psi21,SCIDX_-121_phi11,SCIDX_-121_psi21,SCIDX_-120_phi11,SCIDX_-120_psi21,SCIDX_-119_phi11,SCIDX_-119_psi21,SCIDX_-118_phi11,SCIDX_-118_psi21,SCIDX_-117_phi11,SCIDX_-117_psi21,SCIDX_-116_phi11,SCIDX_-116_psi21,SCIDX_-115_phi11,SCIDX_-115_psi21,SCIDX_-114_phi11,SCIDX_-114_psi21,SCIDX_-113_phi11,SCIDX_-113_psi21,SCIDX_-112_phi11,SCIDX_-112_psi21,SCIDX_-111_phi11,SCIDX_-111_psi21,SCIDX_-110_phi11,SCIDX_-110_psi21,SCIDX_-109_phi11,SCIDX_-109_psi21,SCIDX_-108_phi11,SCIDX_-108_psi21,SCIDX_-107_phi11,SCIDX_-107_psi21,SCIDX_-106_phi11,SCIDX_-106_psi21,SCIDX_-105_phi11,SCIDX_-105_psi21,SCIDX_-104_phi11,SCIDX_-104_psi21,SCIDX_-102_phi11,SCIDX_-102_psi21,SCIDX_-101_phi11,SCIDX_-101_psi21,SCIDX_-100_phi11,SCIDX_-100_psi21,SCIDX_-99_phi11,SCIDX_-99_psi21,SCIDX_-98_phi11,SCIDX_-98_psi21,SCIDX_-97_phi11,SCIDX_-97_psi21,SCIDX_-96_phi11,SCIDX_-96_psi21,SCIDX_-95_phi11,SCIDX_-95_psi21,SCIDX_-94_phi11,SCIDX_-94_psi21,SCIDX_-93_phi11,SCIDX_-93_psi21,SCIDX_-92_phi11,SCIDX_-92_psi21,SCIDX_-91_phi11,SCIDX_-91_psi21,SCIDX_-90_phi11,SCIDX_-90_psi21,SCIDX_-89_phi11,SCIDX_-89_psi21,SCIDX_-88_phi11,SCIDX_-88_psi21,SCIDX_-87_phi11,SCIDX_-87_psi21,SCIDX_-86_phi11,SCIDX_-86_psi21,SCIDX_-85_phi11,SCIDX_-85_psi21,SCIDX_-84_phi11,SCIDX_-84_psi21,SCIDX_-83_phi11,SCIDX_-83_psi21,SCIDX_-82_phi11,SCIDX_-82_psi21,SCIDX_-81_phi11,SCIDX_-81_psi21,SCIDX_-80_phi11,SCIDX_-80_psi21,SCIDX_-79_phi11,SCIDX_-79_psi21,SCIDX_-78_phi11,SCIDX_-78_psi21,SCIDX_-77_phi11,SCIDX_-77_psi21,SCIDX_-76_phi11,SCIDX_-76_psi21,SCIDX_-74_phi11,SCIDX_-74_psi21,SCIDX_-73_phi11,SCIDX_-73_psi21,SCIDX_-72_phi11,SCIDX_-72_psi21,SCIDX_-71_phi11,SCIDX_-71_psi21,SCIDX_-70_phi11,SCIDX_-70_psi21,SCIDX_-69_phi11,SCIDX_-69_psi21,SCIDX_-68_phi11,SCIDX_-68_psi21,SCIDX_-67_phi11,SCIDX_-67_psi21,SCIDX_-66_phi11,SCIDX_-66_psi21,SCIDX_-65_phi11,SCIDX_-65_psi21,SCIDX_-64_phi11,SCIDX_-64_psi21,SCIDX_-63_phi11,SCIDX_-63_psi21,SCIDX_-62_phi11,SCIDX_-62_psi21,SCIDX_-61_phi11,SCIDX_-61_psi21,SCIDX_-60_phi11,SCIDX_-60_psi21,SCIDX_-59_phi11,SCIDX_-59_psi21,SCIDX_-58_phi11,SCIDX_-58_psi21,SCIDX_-57_phi11,SCIDX_-57_psi21,SCIDX_-56_phi11,SCIDX_-56_psi21,SCIDX_-55_phi11,SCIDX_-55_psi21,SCIDX_-54_phi11,SCIDX_-54_psi21,SCIDX_-53_phi11,SCIDX_-53_psi21,SCIDX_-52_phi11,SCIDX_-52_psi21,SCIDX_-51_phi11,SCIDX_-51_psi21,SCIDX_-50_phi11,SCIDX_-50_psi21,SCIDX_-49_phi11,SCIDX_-49_psi21,SCIDX_-48_phi11,SCIDX_-48_psi21,SCIDX_-47_phi11,SCIDX_-47_psi21,SCIDX_-46_phi11,SCIDX_-46_psi21,SCIDX_-45_phi11,SCIDX_-45_psi21,SCIDX_-44_phi11,SCIDX_-44_psi21,SCIDX_-43_phi11,SCIDX_-43_psi21,SCIDX_-42_phi11,SCIDX_-42_psi21,SCIDX_-41_phi11,SCIDX_-41_psi21,SCIDX_-40_phi11,SCIDX_-40_psi21,SCIDX_-38_phi11,SCIDX_-38_psi21,SCIDX_-37_phi11,SCIDX_-37_psi21,SCIDX_-36_phi11,SCIDX_-36_psi21,SCIDX_-35_phi11,SCIDX_-35_psi21,SCIDX_-34_phi11,SCIDX_-34_psi21,SCIDX_-33_phi11,SCIDX_-33_psi21,SCIDX_-32_phi11,SCIDX_-32_psi21,SCIDX_-31_phi11,SCIDX_-31_psi21,SCIDX_-30_phi11,SCIDX_-30_psi21,SCIDX_-29_phi11,SCIDX_-29_psi21,SCIDX_-28_phi11,SCIDX_-28_psi21,SCIDX_-27_phi11,SCIDX_-27_psi21,SCIDX_-26_phi11,SCIDX_-26_psi21,SCIDX_-25_phi11,SCIDX_-25_psi21,SCIDX_-24_phi11,SCIDX_-24_psi21,SCIDX_-23_phi11,SCIDX_-23_psi21,SCIDX_-22_phi11,SCIDX_-22_psi21,SCIDX_-21_phi11,SCIDX_-21_psi21,SCIDX_-20_phi11,SCIDX_-20_psi21,SCIDX_-19_phi11,SCIDX_-19_psi21,SCIDX_-18_phi11,SCIDX_-18_psi21,SCIDX_-17_phi11,SCIDX_-17_psi21,SCIDX_-16_phi11,SCIDX_-16_psi21,SCIDX_-15_phi11,SCIDX_-15_psi21,SCIDX_-14_phi11,SCIDX_-14_psi21,SCIDX_-13_phi11,SCIDX_-13_psi21,SCIDX_-12_phi11,SCIDX_-12_psi21,SCIDX_-10_phi11,SCIDX_-10_psi21,SCIDX_-9_phi11,SCIDX_-9_psi21,SCIDX_-8_phi11,SCIDX_-8_psi21,SCIDX_-7_phi11,SCIDX_-7_psi21,SCIDX_-6_phi11,SCIDX_-6_psi21,SCIDX_-5_phi11,SCIDX_-5_psi21,SCIDX_-4_phi11,SCIDX_-4_psi21,SCIDX_-3_phi11,SCIDX_-3_psi21,SCIDX_-2_phi11,SCIDX_-2_psi21,SCIDX_2_phi11,SCIDX_2_psi21,SCIDX_3_phi11,SCIDX_3_psi21,SCIDX_4_phi11,SCIDX_4_psi21,SCIDX_5_phi11,SCIDX_5_psi21,SCIDX_6_phi11,SCIDX_6_psi21,SCIDX_7_phi11,SCIDX_7_psi21,SCIDX_8_phi11,SCIDX_8_psi21,SCIDX_9_phi11,SCIDX_9_psi21,SCIDX_10_phi11,SCIDX_10_psi21,SCIDX_12_phi11,SCIDX_12_psi21,SCIDX_13_phi11,SCIDX_13_psi21,SCIDX_14_phi11,SCIDX_14_psi21,SCIDX_15_phi11,SCIDX_15_psi21,SCIDX_16_phi11,SCIDX_16_psi21,SCIDX_17_phi11,SCIDX_17_psi21,SCIDX_18_phi11,SCIDX_18_psi21,SCIDX_19_phi11,SCIDX_19_psi21,SCIDX_20_phi11,SCIDX_20_psi21,SCIDX_21_phi11,SCIDX_21_psi21,SCIDX_22_phi11,SCIDX_22_psi21,SCIDX_23_phi11,SCIDX_23_psi21,SCIDX_24_phi11,SCIDX_24_psi21,SCIDX_25_phi11,SCIDX_25_psi21,SCIDX_26_phi11,SCIDX_26_psi21,SCIDX_27_phi11,SCIDX_27_psi21,SCIDX_28_phi11,SCIDX_28_psi21,SCIDX_29_phi11,SCIDX_29_psi21,SCIDX_30_phi11,SCIDX_30_psi21,SCIDX_31_phi11,SCIDX_31_psi21,SCIDX_32_phi11,SCIDX_32_psi21,SCIDX_33_phi11,SCIDX_33_psi21,SCIDX_34_phi11,SCIDX_34_psi21,SCIDX_35_phi11,SCIDX_35_psi21,SCIDX_36_phi11,SCIDX_36_psi21,SCIDX_37_phi11,SCIDX_37_psi21,SCIDX_38_phi11,SCIDX_38_psi21,SCIDX_40_phi11,SCIDX_40_psi21,SCIDX_41_phi11,SCIDX_41_psi21,SCIDX_42_phi11,SCIDX_42_psi21,SCIDX_43_phi11,SCIDX_43_psi21,SCIDX_44_phi11,SCIDX_44_psi21,SCIDX_45_phi11,SCIDX_45_psi21,SCIDX_46_phi11,SCIDX_46_psi21,SCIDX_47_phi11,SCIDX_47_psi21,SCIDX_48_phi11,SCIDX_48_psi21,SCIDX_49_phi11,SCIDX_49_psi21,SCIDX_50_phi11,SCIDX_50_psi21,SCIDX_51_phi11,SCIDX_51_psi21,SCIDX_52_phi11,SCIDX_52_psi21,SCIDX_53_phi11,SCIDX_53_psi21,SCIDX_54_phi11,SCIDX_54_psi21,SCIDX_55_phi11,SCIDX_55_psi21,SCIDX_56_phi11,SCIDX_56_psi21,SCIDX_57_phi11,SCIDX_57_psi21,SCIDX_58_phi11,SCIDX_58_psi21,SCIDX_59_phi11,SCIDX_59_psi21,SCIDX_60_phi11,SCIDX_60_psi21,SCIDX_61_phi11,SCIDX_61_psi21,SCIDX_62_phi11,SCIDX_62_psi21,SCIDX_63_phi11,SCIDX_63_psi21,SCIDX_64_phi11,SCIDX_64_psi21,SCIDX_65_phi11,SCIDX_65_psi21,SCIDX_66_phi11,SCIDX_66_psi21,SCIDX_67_phi11,SCIDX_67_psi21,SCIDX_68_phi11,SCIDX_68_psi21,SCIDX_69_phi11,SCIDX_69_psi21,SCIDX_70_phi11,SCIDX_70_psi21,SCIDX_71_phi11,SCIDX_71_psi21,SCIDX_72_phi11,SCIDX_72_psi21,SCIDX_73_phi11,SCIDX_73_psi21,SCIDX_74_phi11,SCIDX_74_psi21,SCIDX_76_phi11,SCIDX_76_psi21,SCIDX_77_phi11,SCIDX_77_psi21,SCIDX_78_phi11,SCIDX_78_psi21,SCIDX_79_phi11,SCIDX_79_psi21,SCIDX_80_phi11,SCIDX_80_psi21,SCIDX_81_phi11,SCIDX_81_psi21,SCIDX_82_phi11,SCIDX_82_psi21,SCIDX_83_phi11,SCIDX_83_psi21,SCIDX_84_phi11,SCIDX_84_psi21,SCIDX_85_phi11,SCIDX_85_psi21,SCIDX_86_phi11,SCIDX_86_psi21,SCIDX_87_phi11,SCIDX_87_psi21,SCIDX_88_phi11,SCIDX_88_psi21,SCIDX_89_phi11,SCIDX_89_psi21,SCIDX_90_phi11,SCIDX_90_psi21,SCIDX_91_phi11,SCIDX_91_psi21,SCIDX_92_phi11,SCIDX_92_psi21,SCIDX_93_phi11,SCIDX_93_psi21,SCIDX_94_phi11,SCIDX_94_psi21,SCIDX_95_phi11,SCIDX_95_psi21,SCIDX_96_phi11,SCIDX_96_psi21,SCIDX_97_phi11,SCIDX_97_psi21,SCIDX_98_phi11,SCIDX_98_psi21,SCIDX_99_phi11,SCIDX_99_psi21,SCIDX_100_phi11,SCIDX_100_psi21,SCIDX_101_phi11,SCIDX_101_psi21,SCIDX_102_phi11,SCIDX_102_psi21,SCIDX_104_phi11,SCIDX_104_psi21,SCIDX_105_phi11,SCIDX_105_psi21,SCIDX_106_phi11,SCIDX_106_psi21,SCIDX_107_phi11,SCIDX_107_psi21,SCIDX_108_phi11,SCIDX_108_psi21,SCIDX_109_phi11,SCIDX_109_psi21,SCIDX_110_phi11,SCIDX_110_psi21,SCIDX_111_phi11,SCIDX_111_psi21,SCIDX_112_phi11,SCIDX_112_psi21,SCIDX_113_phi11,SCIDX_113_psi21,SCIDX_114_phi11,SCIDX_114_psi21,SCIDX_115_phi11,SCIDX_115_psi21,SCIDX_116_phi11,SCIDX_116_psi21,SCIDX_117_phi11,SCIDX_117_psi21,SCIDX_118_phi11,SCIDX_118_psi21,SCIDX_119_phi11,SCIDX_119_psi21,SCIDX_120_phi11,SCIDX_120_psi21,SCIDX_121_phi11,SCIDX_121_psi21,SCIDX_122_phi11,SCIDX_122_psi21
16,10,16,10,16,10,16,11,16,11,16,12,17,12,18,13,18,13,19,14,20,14,20,15,23,15,26,15,35,15,40,15,42,15,44,14,43,14,44,13,45,12,45,12,45,11,45,11,45,10,45,10,45,9,45,9,46,8,45,8,45,7,45,7,44,6,44,5,44,5,44,4,45,4,44,3,42,3,40,3,39,2,38,2,34,1,30,1,27,1,24,2,22,3,21,3,21,4,20,4,19,5,19,5,19,6,19,6,18,7,17,7,18,8,16,9,16,9,18,9,18,10,18,10,18,11,19,12,19,12,19,12,20,13,19,14,20,14,22,14,25,15,32,15,42,15,45,15,46,14,46,14,47,13,47,13,48,12,48,12,48,11,47,10,47,10,47,9,48,9,48,8,48,7,49,6,49,6,49,6,49,5,49,5,49,4,49,4,49,3,49,2,49,2,51,2,52,1,54,1,55,1,61,0,8,1,11,1,11,2,12,2,13,3,14,3,13,4,13,5,13,5,13,6,13,6,13,6,14,7,14,7,14,8,13,9,14,9,13,10,12,10,11,11,10,11,10,12,11,12,11,12,9,13,7,13,7,13,6,14,3,14,1,14,63,14,61,14,59,14,58,13,56,13,55,13,54,12,53,12,53,12,53,11,53,11,52,10,52,10,52,10,52,9,53,8,53,8,53,7,53,7,53,7,53,6,53,6,52,6,52,5,54,4,54,4,54,4,55,3,57,3,59,3,61,3,0,3,2,3,2,3,3,3,6,3,7,3,7,4,8,4,9,5,9,5,9,5,10,6,10,6,11,7,12,7,11,8,10,8,10,9,10,9,10,9,9,10,9,10,8,11,7,11,7,11,7,12,5,13,2,13,1,13,1,13,1,13,0,13,63,12,62,12,60,12,59,12,58,11,58,11,57,11,56,11,56,10,56,10,56,10,56,9,56,8,56,8,57,8,57,8,57,8,57,7,56,7,57,6,57,6,57,6,57,6,58,6,58,6,57,6,59,5,0,3,1,3,3,3,4,3,4,4,6,4,8,4,10,4,12,4,13,4,14,4,13,5
18,10,18,11,19,11,18,11,17,12,18,12,19,13,22,13,22,14,21,14,24,14,27,14,31,14,34,14,39,15,41,14,43,14,43,14,43,12,43,12,44,12,44,11,44,11,44,10,45,9,44,9,43,9,44,8,45,8,44,8,43,6,43,6,43,6,42,5,42,4,42,4,43,3,42,3,39,3,38,2,37,2,34,2,31,2,28,2,26,2,22,2,23,3,22,4,21,4,20,5,20,5,20,6,20,6,19,6,19,7,18,8,19,8,16,9,16,9,18,9,18,10,19,11,19,11,20,12,20,12,20,13,20,13,18,13,19,14,21,15,20,15,24,15,46,15,43,15,45,14,47,14,48,14,49,13,50,12,50,12,48,12,48,11,47,10,48,10,48,9,48,8,50,8,51,7,51,7,50,6,51,6,51,5,51,5,51,4,51,3,52,3,51,2,52,2,55,2,59,2,61,2,61,1,5,1,7,2,8,3,9,3,12,3,10,4,13,5,11,5,12,6,12,7,12,6,13,6,13,7,13,8,13,8,12,10,14,10,12,11,11,11,10,11,8,12,8,12,10,13,9,13,10,13,7,13,6,14,2,14,0,14,63,14,60,14,60,14,60,14,58,13,56,13,53,12,53,12,52,12,51,11,54,11,52,11,52,10,52,10,51,10,53,8,54,8,54,8,54,7,54,7,53,6,53,6,54,6,52,5,53,5,55,4,54,4,53,4,54,3,57,3,59,3,62,3,63,3,1,3,1,3,1,3,5,3,6,4,5,4,7,4,8,5,7,5,8,5,9,6,9,6,10,6,12,7,12,7,9,8,9,8,9,8,10,9,9,9,7,10,7,10,7,11,7,11,7,11,4,12,4,12,3,12,2,12,2,12,2,12,2,12,2,12,0,12,62,12,60,12,60,12,58,12,57,12,58,11,58,11,57,10,56,10,56,9,58,9,58,9,57,9,57,10,57,8,55,5,57,7,54,4,53,3,50,3,57,3,54,2,48,2,50,2,50,1,1,1,21,0,9,1,8,1,8,1,10,2,12,2,13,3,15,3,14,3,12,4
19,10,18,11,18,11,18,11,18,12,19,12,20,13,21,13,23,14,25,14,28,14,29,15,33,14,36,14,40,14,41,14,43,13,43,13,43,12,43,12,43,11,44,11,44,10,44,10,45,9,44,8,43,8,44,7,45,7,43,7,43,6,43,5,42,5,41,4,40,4,41,3,42,3,40,3,36,3,34,2,33,2,31,2,27,2,25,2,23,3,21,3,22,4,21,4,21,5,20,6,20,6,20,6,20,7,19,7,19,8,18,8,18,9,17,9,16,10,18,10,19,11,19,11,19,11,20,12,21,13,21,13,22,13,20,14,20,14,23,15,25,15,34,15,41,15,43,15,45,15,45,14,46,14,47,13,48,13,49,12,47,12,47,11,47,10,48,10,48,10,48,9,49,8,50,7,51,7,50,7,50,7,51,6,51,5,51,5,51,4,52,4,51,3,53,3,55,3,57,2,58,2,58,2,62,2,4,2,6,3,7,3,9,3,8,4,11,4,8,5,10,6,10,7,11,6,11,6,12,7,12,8,13,8,11,10,12,10,11,10,10,10,9,11,8,12,8,12,9,12,10,13,7,13,6,13,5,14,2,14,0,14,63,14,61,14,61,13,60,14,58,13,57,13,54,12,53,12,52,12,52,12,54,11,52,11,52,10,52,10,52,10,53,8,55,8,54,8,53,7,54,7,53,7,53,7,53,6,52,6,52,5,53,5,53,4,52,4,54,4,56,4,57,3,60,3,62,3,63,2,0,3,63,3,4,2,7,3,3,3,5,4,7,4,7,5,8,5,9,5,9,6,11,6,13,6,12,7,10,7,9,7,10,7,11,8,9,9,9,9,9,9,8,10,9,10,9,11,8,12,7,12,6,12,6,12,7,12,7,12,6,12,7,13,3,13,0,13,63,13,63,13,61,13,59,13,59,13,58,12,58,12,57,11,56,11,56,11,56,11,54,11,55,11,54,11,50,10,50,9,47,8,46,4,46,4,46,5,47,5,45,4,44,4,45,3,45,1,39,0,2,0,5,1,8,1,12,1,16,2,14,2,14,3,14,3,12,4
19,10,18,10,19,11,19,11,18,12,19,12,20,13,23,14,25,14,26,14,29,14,31,14,34,14,37,14,40,14,42,13,43,13,43,13,44,12,43,12,43,11,44,10,43,10,43,9,44,8,44,8,43,8,43,7,44,7,43,7,43,6,43,5,42,5,41,4,41,4,41,3,42,3,40,3,36,2,33,2,33,2,32,2,28,2,25,2,23,3,20,3,21,4,21,5,20,5,20,6,20,6,20,6,20,7,19,7,19,8,18,8,18,9,17,9,16,10,18,10,19,11,19,12,19,12,20,12,20,13,21,13,21,14,20,14,22,14,25,15,29,15,39,15,43,15,42,15,45,14,46,14,46,14,47,13,48,12,48,12,47,12,47,11,47,10,47,10,48,9,48,9,49,8,50,7,50,7,50,7,50,6,50,6,51,5,50,5,51,4,51,4,50,4,51,3,54,3,57,3,57,2,57,2,61,2,1,2,4,2,5,2,9,3,7,4,11,4,9,4,10,5,10,6,9,6,11,6,12,7,11,8,12,8,11,9,13,10,11,10,10,10,9,11,8,12,9,12,9,12,10,13,7,13,5,13,5,14,3,14,1,14,0,14,61,14,61,14,60,14,58,13,57,13,54,12,53,12,52,12,51,12,53,11,53,11,52,10,52,10,51,10,52,8,54,9,54,8,53,7,53,7,52,7,53,7,52,6,52,6,52,5,53,5,53,4,51,4,53,4,55,3,57,3,59,2,61,3,63,2,0,3,0,2,4,2,7,3,5,3,6,4,8,4,8,4,8,4,9,5,10,6,11,5,13,6,12,7,10,7,10,7,10,7,11,8,10,8,9,9,9,9,9,10,8,10,9,11,8,12,7,12,7,12,6,12,7,12,7,13,7,13,6,13,4,13,1,13,63,13,63,13,63,13,60,14,59,13,58,12,57,12,56,12,56,11,57,10,57,11,56,11,55,11,53,11,55,9,55,9,53,9,54,4,51,3,48,3,47,5,51,2,54,2,45,3,43,2,34,1,16,0,10,1,11,1,15,1,16,2,15,3,14,3,15,3,14,4
18,10,18,10,18,11,19,11,18,12,18,12,20,13,23,13,24,14,25,14,29,14,30,15,31,15,36,14,40,14,42,13,43,13,43,13,43,12,44,12,43,11,44,11,44,10,44,9,45,8,44,8,43,8,43,7,45,7,43,7,43,6,43,6,42,5,41,4,40,4,41,3,42,3,40,3,37,2,34,2,33,2,30,2,27,2,24,3,23,3,20,3,22,4,21,5,20,5,19,6,19,6,20,6,20,7,19,7,19,8,18,8,18,9,17,9,17,10,18,10,19,11,19,11,19,12,20,12,21,13,22,13,22,14,20,14,22,14,25,15,29,15,40,15,42,15,42,15,44,14,45,14,46,14,47,13,48,12,48,12,47,12,46,10,47,10,47,10,47,9,48,9,49,8,50,8,50,7,49,7,49,6,50,6,50,5,50,5,51,4,51,4,49,3,50,3,53,3,56,3,57,2,56,2,61,1,2,2,5,2,6,2,9,2,8,4,10,4,8,4,11,5,11,6,11,6,12,6,11,7,12,7,12,8,11,10,12,10,11,10,10,10,9,11,8,12,8,12,9,12,9,13,7,13,6,13,5,14,2,14,0,14,0,14,61,14,61,14,60,14,58,13,57,13,53,12,53,12,52,12,52,12,54,11,52,11,52,10,52,10,51,10,53,8,54,9,53,8,53,7,53,7,52,7,53,7,52,6,52,6,52,5,53,5,53,4,51,4,53,3,55,3,57,3,60,2,61,2,63,2,0,3,0,2,5,2,7,3,5,3,6,4,8,4,8,5,8,4,9,5,9,6,10,5,13,6,13,7,10,7,10,7,10,7,11,8,10,9,9,9,9,10,8,10,8,10,10,11,7,12,7,12,6,12,6,12,7,13,7,13,6,13,5,13,2,13,0,13,62,13,63,13,61,13,58,13,59,13,57,13,56,12,56,12,56,11,56,11,56,11,55,11,54,11,55,10,54,9,53,10,46,5,52,4,49,3,53,3,54,2,48,2,43,3,45,1,41,0,40,2,40,1,13,0,10,1,13,2,15,2,15,3,17,3,16,3,12,4
18,10,19,10,19,11,19,11,18,12,18,12,20,13,23,13,24,14,24,14,27,14,30,15,34,14,37,14,40,14,42,13,42,13,42,13,43,12,43,12,43,11,44,11,44,10,44,9,44,9,44,8,43,8,44,7,44,7,43,7,43,6,43,5,42,5,41,4,41,4,41,3,41,3,39,2,36,2,34,2,32,2,30,2,28,2,25,3,22,3,21,3,21,4,21,5,21,5,20,6,20,6,20,6,20,7,19,7,19,8,18,8,19,9,17,9,16,10,18,10,19,11,20,11,20,12,21,12,20,12,21,13,21,14,20,14,22,14,26,15,30,15,36,15,40,15,41,15,43,14,45,14,46,14,46,13,47,13,47,12,46,12,46,11,47,10,47,10,47,9,47,9,48,9,49,8,49,8,49,7,49,7,49,6,49,6,49,6,49,5,49,4,49,4,49,3,51,3,53,3,53,3,54,3,57,2,61,1,1,2,2,2,5,2,8,3,7,4,8,4,10,5,10,6,10,6,11,6,11,7,11,7,11,8,10,9,11,9,10,10,9,10,9,11,7,11,8,12,8,12,8,12,6,13,6,13,5,13,3,13,2,13,1,14,62,14,61,14,60,14,58,13,57,13,55,13,54,12,53,12,53,12,54,11,53,11,52,10,52,10,52,10,53,9,54,9,54,8,54,8,54,8,53,7,54,7,53,6,52,6,52,5,53,5,54,5,53,4,54,4,56,4,57,3,58,3,60,3,62,3,63,3,0,3,2,3,4,3,3,3,5,3,6,4,7,4,7,4,8,5,9,5,10,5,12,6,12,6,10,7,10,7,10,7,10,7,10,8,9,8,9,9,9,9,9,9,10,11,9,11,7,12,7,12,8,12,8,12,8,12,6,12,6,13,5,13,3,13,1,13,0,13,63,13,60,13,59,13,58,12,57,12,57,12,56,12,56,12,55,12,54,11,53,11,54,11,54,10,52,10,45,7,44,7,45,7,45,4,46,4,45,3,44,3,45,2,43,1,36,1,39,1,15,0,11,1,13,2,15,2,14,3,15,3,15,3,15,3
18,11,19,11,19,12,19,12,19,13,20,13,22,14,26,14,29,15,32,15,34,15,37,15,40,14,41,14,44,13,45,13,44,12,44,12,44,11,44,11,44,10,45,9,45,9,45,8,45,8,44,7,43,7,44,6,45,6,44,5,43,4,42,4,41,3,40,3,41,2,40,2,39,2,35,1,30,2,27,2,25,2,23,2,21,3,20,3,19,4,18,4,19,5,19,6,19,6,18,7,18,7,18,7,18,8,18,9,17,9,16,9,18,10,16,11,16,11,17,12,17,12,17,13,18,13,19,13,19,14,19,14,19,15,19,15,25,15,42,15,47,15,47,15,48,14,47,14,47,14,47,13,48,13,48,12,49,12,48,11,47,11,47,10,48,10,48,9,48,9,48,8,49,8,50,7,50,7,49,7,49,6,50,6,50,5,50,5,50,4,50,3,49,3,50,3,52,3,55,3,55,2,56,2,58,1,62,1,1,2,2,2,5,2,7,3,7,4,8,4,9,5,9,5,9,5,10,6,10,6,10,7,10,8,9,9,10,9,9,10,9,10,8,11,7,11,6,11,7,12,7,12,5,12,5,13,4,13,3,13,1,13,1,13,63,13,62,13,61,13,60,13,58,13,57,12,55,12,54,12,53,12,55,11,54,11,54,10,54,10,54,10,54,9,55,9,55,8,55,8,54,8,54,7,54,7,53,6,53,6,53,6,53,5,53,4,54,4,55,4,56,4,57,4,58,3,60,3,61,3,62,3,62,3,0,3,3,3,3,3,4,4,5,4,5,4,6,4,7,4,8,5,9,5,11,6,11,6,9,6,9,6,9,7,10,7,10,8,9,8,9,9,9,9,9,9,10,10,10,11,9,11,8,11,9,11,9,12,9,12,9,13,9,13,7,13,5,14,3,14,3,14,1,15,61,14,59,14,57,14,55,14,52,13,50,13,51,12,50,12,49,11,47,10,47,9,47,9,49,9,46,7,45,6,46,5,46,5,46,5,46,3,46,3,45,2,46,1,61,0,5,1,4,1,2,0,9,1,12,2,12,2,12,3,12,3,12,3
18,12,18,12,18,12,18,13,17,13,19,14,22,14,27,15,35,15,39,15,42,14,44,14,44,14,44,13,46,13,47,12,46,12,46,11,46,10,46,10,45,9,46,9,46,8,46,8,46,7,45,6,44,6,45,5,45,5,44,4,44,4,43,3,42,2,41,2,39,1,36,1,30,1,23,1,21,2,20,2,20,2,20,3,19,3,18,4,17,4,16,5,18,6,17,7,17,7,17,8,17,8,17,8,17,9,16,9,15,10,14,10,16,11,13,11,13,12,15,12,16,13,16,13,16,14,16,14,15,15,10,15,8,15,11,15,58,15,52,15,53,14,52,14,51,14,50,13,49,13,49,12,50,12,50,11,50,11,50,10,49,10,48,9,48,9,49,8,49,8,49,8,50,7,51,6,51,6,50,6,50,6,50,5,50,5,50,4,50,4,51,4,50,3,51,3,52,3,54,2,55,2,56,2,59,2,63,1,1,2,2,2,5,2,8,3,7,4,8,4,9,4,8,5,8,5,9,6,9,6,9,7,9,8,7,9,8,9,8,9,7,9,6,10,5,10,4,10,5,11,5,11,4,12,3,12,2,12,2,12,1,12,1,12,0,12,63,12,63,12,62,12,60,12,59,11,58,11,57,11,56,11,58,11,57,11,56,10,55,10,55,10,56,9,58,9,57,9,56,8,56,8,56,8,56,7,56,7,55,7,54,6,55,6,56,6,55,5,56,5,57,5,58,4,59,4,60,4,61,4,62,4,62,4,63,4,1,4,1,4,2,4,4,4,4,4,5,4,6,4,7,5,8,5,9,5,9,6,8,6,9,6,9,6,10,7,9,8,9,8,9,8,9,9,9,9,9,10,9,10,8,11,9,11,9,11,9,12,9,12,10,12,10,13,8,13,6,14,3,14,3,14,0,15,60,15,57,14,56,14,52,14,52,13,51,12,50,11,50,11,49,10,49,9,49,8,48,8,49,7,47,7,46,7,47,6,48,5,48,4,48,4,48,3,50,2,50,1,54,1,56,1,0,1,3,1,6,2,10,2,11,3,12,3,12,3,11,3
